yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro
2000,NL,HOU,HOU,C,4,162,81.0,72,90,N,N,N,N,938.0,5570.0,1547.0,289.0,36.0,249.0,673.0,1129.0,114.0,52.0,83.0,61.0,944.0,865.0,5.42,8.0,2.0,30.0,4313.0,1596.0,234.0,598.0,1064.0,133.0,149.0,0.978,Houston Astros,Enron Field,3056139.0,107.0,107.0,HOU,HOU,HOU
2000,AL,KCA,KCR,C,4,162,81.0,77,85,N,N,N,N,879.0,5709.0,1644.0,281.0,27.0,150.0,511.0,840.0,121.0,35.0,48.0,70.0,930.0,876.0,5.48,10.0,6.0,29.0,4318.0,1585.0,239.0,693.0,927.0,102.0,185.0,0.983,Kansas City Royals,Kauffman Stadium,1564847.0,103.0,103.0,KCR,KCA,KCA
2000,NL,LAN,LAD,W,2,162,81.0,86,76,N,N,N,N,798.0,5481.0,1408.0,265.0,28.0,211.0,668.0,1083.0,95.0,42.0,51.0,46.0,729.0,659.0,4.1,9.0,11.0,36.0,4335.0,1379.0,176.0,600.0,1154.0,135.0,151.0,0.978,Los Angeles Dodgers,Dodger Stadium,2880242.0,94.0,94.0,LAD,LAN,LAN
2000,NL,MIL,MIL,C,3,163,81.0,73,89,N,N,N,N,740.0,5563.0,1366.0,297.0,25.0,177.0,620.0,1245.0,72.0,44.0,61.0,49.0,826.0,755.0,4.63,2.0,7.0,29.0,4399.0,1501.0,174.0,728.0,967.0,118.0,187.0,0.981,Milwaukee Brewers,County Stadium,1573621.0,97.0,98.0,MIL,ML4,MIL
2000,AL,MIN,MIN,C,5,162,81.0,69,93,N,N,N,N,748.0,5615.0,1516.0,325.0,49.0,116.0,556.0,1021.0,90.0,45.0,35.0,51.0,880.0,819.0,5.14,6.0,4.0,35.0,4298.0,1634.0,212.0,516.0,1042.0,102.0,155.0,0.983,Minnesota Twins,Hubert H Humphrey Metrodome,1000760.0,104.0,105.0,MIN,MIN,MIN
2000,NL,MON,WSN,E,4,162,81.0,67,95,N,N,N,N,738.0,5535.0,1475.0,310.0,35.0,178.0,476.0,1048.0,58.0,48.0,29.0,34.0,902.0,812.0,5.13,4.0,7.0,39.0,4274.0,1575.0,181.0,579.0,1011.0,132.0,151.0,0.978,Montreal Expos,Stade Olympique,926272.0,103.0,104.0,MON,MON,MON
2000,AL,NYA,NYY,E,1,161,80.0,87,74,Y,N,Y,Y,871.0,5556.0,1541.0,294.0,25.0,205.0,631.0,1007.0,99.0,48.0,57.0,50.0,814.0,753.0,4.76,9.0,6.0,40.0,4273.0,1458.0,177.0,577.0,1040.0,109.0,132.0,0.981,New York Yankees,Yankee Stadium II,3055435.0,99.0,98.0,NYY,NYA,NYA
2000,NL,NYN,NYM,E,2,162,81.0,94,68,N,Y,Y,N,807.0,5486.0,1445.0,281.0,20.0,198.0,675.0,1037.0,66.0,46.0,45.0,51.0,738.0,670.0,4.16,8.0,10.0,49.0,4350.0,1398.0,164.0,574.0,1164.0,118.0,121.0,0.98,New York Mets,Shea Stadium,2820530.0,96.0,96.0,NYM,NYN,NYN
2000,AL,OAK,OAK,W,1,161,81.0,91,70,Y,N,N,N,947.0,5560.0,1501.0,281.0,23.0,239.0,750.0,1159.0,40.0,15.0,52.0,44.0,813.0,730.0,4.58,7.0,11.0,43.0,4306.0,1535.0,158.0,615.0,963.0,134.0,164.0,0.978,Oakland Athletics,Oakland Coliseum,1603744.0,96.0,95.0,OAK,OAK,OAK
2000,NL,PHI,PHI,E,5,162,81.0,65,97,N,N,N,N,708.0,5511.0,1386.0,304.0,40.0,144.0,611.0,1117.0,102.0,30.0,44.0,37.0,830.0,763.0,4.77,8.0,6.0,34.0,4316.0,1458.0,201.0,640.0,1123.0,100.0,136.0,0.983,Philadelphia Phillies,Veterans Stadium,1612769.0,100.0,101.0,PHI,PHI,PHI
2000,NL,PIT,PIT,C,5,162,81.0,69,93,N,N,N,N,793.0,5643.0,1506.0,320.0,31.0,168.0,564.0,1032.0,86.0,40.0,66.0,37.0,888.0,795.0,4.94,5.0,7.0,27.0,4347.0,1554.0,163.0,711.0,1070.0,132.0,169.0,0.979,Pittsburgh Pirates,Three Rivers Stadium,1748908.0,99.0,100.0,PIT,PIT,PIT
2000,NL,SDN,SDP,W,5,162,81.0,76,86,N,N,N,N,752.0,5560.0,1413.0,279.0,37.0,157.0,602.0,1177.0,131.0,53.0,46.0,43.0,815.0,733.0,4.52,5.0,5.0,46.0,4378.0,1443.0,191.0,649.0,1071.0,141.0,155.0,0.977,San Diego Padres,Qualcomm Stadium,2352443.0,92.0,92.0,SDP,SDN,SDN
2000,AL,SEA,SEA,W,2,162,81.0,91,71,N,Y,N,N,907.0,5497.0,1481.0,300.0,26.0,198.0,775.0,1073.0,122.0,56.0,48.0,61.0,780.0,720.0,4.49,4.0,10.0,44.0,4325.0,1442.0,167.0,634.0,998.0,99.0,176.0,0.984,Seattle Mariners,Safeco Field,2914624.0,95.0,93.0,SEA,SEA,SEA
2000,NL,SFN,SFG,W,1,162,81.0,97,65,Y,N,N,N,925.0,5519.0,1535.0,304.0,44.0,226.0,709.0,1032.0,79.0,39.0,51.0,66.0,747.0,675.0,4.21,9.0,15.0,47.0,4333.0,1452.0,151.0,623.0,1076.0,93.0,173.0,0.985,San Francisco Giants,PacBell Park,3318800.0,93.0,92.0,SFG,SFN,SFN
2000,NL,SLN,STL,C,1,162,81.0,95,67,Y,N,N,N,887.0,5478.0,1481.0,259.0,25.0,235.0,675.0,1253.0,87.0,51.0,84.0,53.0,771.0,698.0,4.38,10.0,7.0,37.0,4301.0,1403.0,196.0,606.0,1100.0,111.0,148.0,0.981,St. Louis Cardinals,Busch Stadium II,3336493.0,102.0,101.0,STL,SLN,SLN
2000,AL,TBA,TBD,E,5,161,80.0,69,92,N,N,N,N,733.0,5505.0,1414.0,253.0,22.0,162.0,558.0,1022.0,90.0,46.0,51.0,40.0,842.0,773.0,4.86,10.0,8.0,38.0,4294.0,1553.0,198.0,533.0,955.0,118.0,169.0,0.981,Tampa Bay Devil Rays,Tropicana Field,1449673.0,99.0,100.0,TBD,TBA,TBA
2000,AL,TEX,TEX,W,4,162,81.0,71,91,N,N,N,N,848.0,5648.0,1601.0,330.0,35.0,173.0,580.0,922.0,69.0,47.0,39.0,48.0,974.0,876.0,5.52,3.0,4.0,39.0,4287.0,1683.0,202.0,661.0,918.0,135.0,162.0,0.978,Texas Rangers,The Ballpark at Arlington,2588401.0,102.0,102.0,TEX,TEX,TEX
2000,AL,TOR,TOR,E,3,162,81.0,83,79,N,N,N,N,861.0,5677.0,1562.0,328.0,21.0,244.0,526.0,1026.0,89.0,34.0,60.0,34.0,908.0,821.0,5.14,15.0,4.0,37.0,4312.0,1615.0,195.0,560.0,978.0,100.0,176.0,0.984,Toronto Blue Jays,Skydome,1705712.0,103.0,103.0,TOR,TOR,TOR
2001,AL,ANA,ANA,W,3,162,81.0,75,87,N,N,N,N,691.0,5551.0,1447.0,275.0,26.0,158.0,494.0,1001.0,116.0,52.0,77.0,53.0,730.0,671.0,4.2,6.0,1.0,43.0,4313.0,1452.0,168.0,525.0,947.0,103.0,142.0,0.983,Anaheim Angels,Edison International Field,2000919.0,101.0,101.0,ANA,ANA,ANA
2001,NL,ARI,ARI,W,1,162,81.0,92,70,Y,N,Y,Y,818.0,5595.0,1494.0,284.0,35.0,208.0,587.0,1052.0,71.0,38.0,57.0,36.0,677.0,627.0,3.87,12.0,13.0,34.0,4379.0,1352.0,195.0,461.0,1297.0,84.0,148.0,0.986,Arizona Diamondbacks,Bank One Ballpark,2736451.0,108.0,107.0,ARI,ARI,ARI
2001,NL,ATL,ATL,E,1,162,81.0,88,74,Y,N,N,N,729.0,5498.0,1432.0,263.0,24.0,174.0,493.0,1039.0,85.0,46.0,45.0,52.0,643.0,578.0,3.59,5.0,13.0,41.0,4342.0,1363.0,153.0,499.0,1133.0,103.0,133.0,0.983,Atlanta Braves,Turner Field,2823530.0,103.0,102.0,ATL,ATL,ATL
2001,AL,BAL,BAL,E,4,162,80.0,63,98,N,N,N,N,687.0,5472.0,1359.0,262.0,24.0,136.0,514.0,989.0,133.0,53.0,77.0,49.0,829.0,744.0,4.67,10.0,6.0,31.0,4297.0,1504.0,194.0,528.0,938.0,125.0,137.0,0.979,Baltimore Orioles,Oriole Park at Camden Yards,3094841.0,95.0,96.0,BAL,BAL,BAL
2001,AL,BOS,BOS,E,2,161,81.0,82,79,N,N,N,N,772.0,5605.0,1493.0,316.0,29.0,198.0,520.0,1131.0,46.0,35.0,70.0,41.0,745.0,667.0,4.15,3.0,9.0,48.0,4344.0,1412.0,146.0,544.0,1259.0,113.0,129.0,0.981,Boston Red Sox,Fenway Park II,2625333.0,102.0,101.0,BOS,BOS,BOS
2001,AL,CHA,CHW,C,3,162,81.0,83,79,N,N,N,N,798.0,5464.0,1463.0,300.0,29.0,214.0,520.0,998.0,123.0,59.0,52.0,51.0,795.0,725.0,4.55,8.0,9.0,51.0,4300.0,1465.0,181.0,500.0,921.0,118.0,149.0,0.981,Chicago White Sox,Comiskey Park II,1766172.0,104.0,103.0,CHW,CHA,CHA
2001,NL,CHN,CHC,C,3,162,81.0,88,74,N,N,N,N,777.0,5406.0,1409.0,268.0,32.0,194.0,577.0,1077.0,67.0,36.0,66.0,53.0,701.0,643.0,4.03,8.0,6.0,41.0,4311.0,1357.0,164.0,550.0,1344.0,109.0,113.0,0.982,Chicago Cubs,Wrigley Field,2779465.0,95.0,95.0,CHC,CHN,CHN
2001,NL,CIN,CIN,C,5,162,81.0,66,96,N,N,N,N,735.0,5583.0,1464.0,304.0,22.0,176.0,468.0,1172.0,103.0,54.0,65.0,40.0,850.0,765.0,4.77,2.0,2.0,35.0,4328.0,1572.0,198.0,515.0,943.0,138.0,136.0,0.978,Cincinnati Reds,Cinergy Field,1879757.0,105.0,105.0,CIN,CIN,CIN
2001,AL,CLE,CLE,C,1,162,80.0,91,71,Y,N,N,N,897.0,5600.0,1559.0,294.0,37.0,212.0,577.0,1076.0,79.0,41.0,69.0,62.0,821.0,746.0,4.64,3.0,4.0,42.0,4340.0,1512.0,148.0,573.0,1218.0,107.0,137.0,0.982,Cleveland Indians,Jacobs Field,3175523.0,100.0,100.0,CLE,CLE,CLE
2001,NL,COL,COL,W,5,162,81.0,73,89,N,N,N,N,923.0,5690.0,1663.0,324.0,61.0,213.0,511.0,1027.0,132.0,54.0,61.0,50.0,906.0,841.0,5.29,8.0,8.0,26.0,4290.0,1522.0,239.0,598.0,1058.0,96.0,167.0,0.984,Colorado Rockies,Coors Field,3166821.0,122.0,122.0,COL,COL,COL
2001,AL,DET,DET,C,4,162,81.0,66,96,N,N,N,N,724.0,5537.0,1439.0,291.0,60.0,139.0,466.0,972.0,133.0,61.0,51.0,49.0,876.0,795.0,5.01,16.0,2.0,34.0,4288.0,1624.0,180.0,553.0,859.0,131.0,164.0,0.979,Detroit Tigers,Comerica Park,1921305.0,93.0,95.0,DET,DET,DET
2001,NL,FLO,FLA,E,4,162,80.0,76,86,N,N,N,N,742.0,5542.0,1461.0,325.0,30.0,166.0,470.0,1145.0,89.0,40.0,67.0,45.0,744.0,691.0,4.32,5.0,11.0,32.0,4314.0,1397.0,151.0,617.0,1119.0,103.0,174.0,0.983,Florida Marlins,Pro Player Stadium,1261226.0,97.0,97.0,FLA,FLO,FLO
2001,NL,HOU,HOU,C,1,162,81.0,93,69,Y,N,N,N,847.0,5528.0,1500.0,313.0,29.0,208.0,581.0,1119.0,64.0,49.0,89.0,56.0,769.0,707.0,4.37,7.0,6.0,48.0,4364.0,1453.0,221.0,486.0,1228.0,110.0,138.0,0.982,Houston Astros,Enron Field,2904277.0,107.0,106.0,HOU,HOU,HOU
2001,AL,KCA,KCR,C,5,162,81.0,65,97,N,N,N,N,729.0,5643.0,1503.0,277.0,37.0,152.0,406.0,898.0,100.0,42.0,44.0,47.0,858.0,779.0,4.87,5.0,1.0,30.0,4320.0,1537.0,209.0,576.0,911.0,117.0,204.0,0.981,Kansas City Royals,Kauffman Stadium,1536371.0,107.0,108.0,KCR,KCA,KCA
2001,NL,LAN,LAD,W,3,162,81.0,86,76,N,N,N,N,758.0,5493.0,1399.0,264.0,27.0,206.0,519.0,1062.0,89.0,42.0,56.0,44.0,744.0,685.0,4.25,3.0,5.0,46.0,4352.0,1387.0,184.0,524.0,1212.0,116.0,138.0,0.981,Los Angeles Dodgers,Dodger Stadium,3017143.0,92.0,91.0,LAD,LAN,LAN
2001,NL,MIL,MIL,C,4,162,81.0,68,94,N,N,N,N,740.0,5488.0,1378.0,273.0,30.0,209.0,488.0,1399.0,66.0,36.0,72.0,35.0,806.0,740.0,4.64,3.0,8.0,28.0,4309.0,1452.0,197.0,667.0,1057.0,103.0,156.0,0.983,Milwaukee Brewers,Miller Park,2811041.0,98.0,99.0,MIL,ML4,MIL
2001,AL,MIN,MIN,C,2,162,81.0,85,77,N,N,N,N,771.0,5560.0,1514.0,328.0,38.0,164.0,495.0,1083.0,146.0,67.0,64.0,38.0,766.0,722.0,4.51,12.0,8.0,45.0,4324.0,1494.0,192.0,445.0,965.0,108.0,118.0,0.982,Minnesota Twins,Hubert H Humphrey Metrodome,1782929.0,102.0,102.0,MIN,MIN,MIN
2001,NL,MON,WSN,E,5,162,81.0,68,94,N,N,N,N,670.0,5379.0,1361.0,320.0,28.0,131.0,478.0,1071.0,101.0,51.0,60.0,45.0,812.0,745.0,4.68,5.0,11.0,28.0,4294.0,1509.0,190.0,525.0,1103.0,108.0,139.0,0.982,Montreal Expos,Stade Olympique,642745.0,101.0,102.0,MON,MON,MON
2001,AL,NYA,NYY,E,1,161,80.0,95,65,Y,N,Y,N,804.0,5577.0,1488.0,289.0,20.0,203.0,519.0,1035.0,161.0,53.0,64.0,43.0,713.0,649.0,4.02,7.0,9.0,57.0,4354.0,1429.0,158.0,465.0,1266.0,109.0,132.0,0.982,New York Yankees,Yankee Stadium II,3264907.0,102.0,100.0,NYY,NYA,NYA
2001,NL,NYN,NYM,E,3,162,81.0,82,80,N,N,N,N,642.0,5459.0,1361.0,273.0,18.0,147.0,545.0,1062.0,66.0,48.0,65.0,35.0,713.0,654.0,4.07,6.0,14.0,48.0,4337.0,1418.0,186.0,438.0,1191.0,101.0,132.0,0.983,New York Mets,Shea Stadium,2658330.0,96.0,96.0,NYM,NYN,NYN
2001,AL,OAK,OAK,W,2,162,81.0,102,60,N,Y,N,N,884.0,5573.0,1469.0,334.0,22.0,199.0,640.0,1021.0,68.0,29.0,88.0,59.0,645.0,583.0,3.59,13.0,9.0,44.0,4390.0,1384.0,153.0,440.0,1117.0,125.0,151.0,0.98,Oakland Athletics,Oakland Coliseum,2133277.0,99.0,97.0,OAK,OAK,OAK
2001,NL,PHI,PHI,E,2,162,81.0,86,76,N,N,N,N,746.0,5497.0,1431.0,295.0,29.0,164.0,551.0,1125.0,153.0,47.0,43.0,61.0,719.0,667.0,4.15,8.0,7.0,47.0,4336.0,1417.0,170.0,527.0,1086.0,91.0,145.0,0.985,Philadelphia Phillies,Veterans Stadium,1782054.0,98.0,98.0,PHI,PHI,PHI
2001,NL,PIT,PIT,C,6,162,81.0,62,100,N,N,N,N,657.0,5398.0,1333.0,256.0,25.0,161.0,467.0,1106.0,93.0,73.0,67.0,35.0,858.0,794.0,5.05,8.0,9.0,36.0,4249.0,1493.0,167.0,549.0,908.0,133.0,168.0,0.978,Pittsburgh Pirates,PNC Park,2464870.0,103.0,105.0,PIT,PIT,PIT
2001,NL,SDN,SDP,W,4,162,81.0,79,83,N,N,N,N,789.0,5482.0,1379.0,273.0,26.0,161.0,678.0,1273.0,129.0,44.0,41.0,48.0,812.0,724.0,4.52,5.0,6.0,46.0,4322.0,1519.0,219.0,476.0,1088.0,145.0,127.0,0.976,San Diego Padres,Qualcomm Stadium,2378128.0,91.0,92.0,SDP,SDN,SDN
2001,AL,SEA,SEA,W,1,162,81.0,116,46,Y,N,N,N,927.0,5680.0,1637.0,310.0,38.0,169.0,614.0,989.0,174.0,42.0,62.0,70.0,627.0,576.0,3.54,8.0,14.0,56.0,4395.0,1293.0,160.0,465.0,1051.0,83.0,137.0,0.986,Seattle Mariners,Safeco Field,3507326.0,94.0,93.0,SEA,SEA,SEA
2001,NL,SFN,SFG,W,2,162,81.0,90,72,N,N,N,N,799.0,5612.0,1493.0,304.0,40.0,235.0,625.0,1090.0,57.0,42.0,50.0,54.0,748.0,680.0,4.18,3.0,8.0,47.0,4390.0,1437.0,145.0,579.0,1080.0,118.0,170.0,0.981,San Francisco Giants,PacBell Park,3311958.0,93.0,92.0,SFG,SFN,SFN
2001,NL,SLN,STL,C,2,162,82.0,93,69,N,Y,N,N,814.0,5450.0,1469.0,274.0,32.0,199.0,529.0,1089.0,91.0,35.0,65.0,50.0,684.0,627.0,3.93,8.0,11.0,38.0,4306.0,1389.0,196.0,526.0,1083.0,110.0,156.0,0.982,St. Louis Cardinals,Busch Stadium II,3109578.0,100.0,99.0,STL,SLN,SLN
2001,AL,TBA,TBD,E,5,162,81.0,62,100,N,N,N,N,672.0,5524.0,1426.0,311.0,21.0,121.0,456.0,1116.0,115.0,52.0,54.0,25.0,887.0,781.0,4.94,1.0,6.0,30.0,4271.0,1513.0,207.0,569.0,1030.0,139.0,144.0,0.977,Tampa Bay Devil Rays,Tropicana Field,1298365.0,98.0,100.0,TBD,TBA,TBA
2001,AL,TEX,TEX,W,4,162,82.0,73,89,N,N,N,N,890.0,5685.0,1566.0,326.0,23.0,246.0,548.0,1093.0,97.0,32.0,75.0,55.0,968.0,913.0,5.71,4.0,3.0,37.0,4315.0,1670.0,222.0,596.0,951.0,114.0,167.0,0.981,Texas Rangers,The Ballpark at Arlington,2831021.0,104.0,105.0,TEX,TEX,TEX
2001,AL,TOR,TOR,E,3,162,82.0,80,82,N,N,N,N,767.0,5663.0,1489.0,287.0,36.0,195.0,470.0,1094.0,156.0,55.0,74.0,43.0,753.0,696.0,4.28,7.0,10.0,41.0,4388.0,1553.0,165.0,490.0,1041.0,97.0,184.0,0.985,Toronto Blue Jays,Skydome,1915438.0,102.0,103.0,TOR,TOR,TOR
2002,AL,ANA,ANA,W,2,162,81.0,99,63,N,Y,Y,Y,851.0,5678.0,1603.0,333.0,32.0,152.0,462.0,805.0,117.0,51.0,74.0,64.0,644.0,595.0,3.69,7.0,14.0,54.0,4357.0,1345.0,169.0,509.0,999.0,87.0,151.0,0.986,Anaheim Angels,Edison International Field,2305547.0,100.0,99.0,ANA,ANA,ANA
2002,NL,ARI,ARI,W,1,162,81.0,98,64,Y,N,N,N,819.0,5508.0,1471.0,283.0,41.0,165.0,643.0,1016.0,92.0,46.0,50.0,53.0,674.0,630.0,3.92,14.0,10.0,40.0,4340.0,1361.0,170.0,421.0,1303.0,89.0,116.0,0.985,Arizona Diamondbacks,Bank One Ballpark,3198977.0,111.0,111.0,ARI,ARI,ARI
2002,NL,ATL,ATL,E,1,161,81.0,101,59,Y,N,N,N,708.0,5495.0,1428.0,280.0,25.0,164.0,558.0,1028.0,76.0,39.0,54.0,49.0,565.0,511.0,3.13,3.0,15.0,57.0,4402.0,1302.0,123.0,554.0,1058.0,114.0,170.0,0.982,Atlanta Braves,Turner Field,2603484.0,102.0,101.0,ATL,ATL,ATL
2002,AL,BAL,BAL,E,4,162,81.0,67,95,N,N,N,N,667.0,5491.0,1353.0,311.0,27.0,165.0,452.0,993.0,110.0,48.0,64.0,49.0,773.0,719.0,4.46,8.0,3.0,31.0,4352.0,1491.0,208.0,549.0,967.0,91.0,173.0,0.985,Baltimore Orioles,Oriole Park at Camden Yards,2682439.0,95.0,96.0,BAL,BAL,BAL
2002,AL,BOS,BOS,E,2,162,81.0,93,69,N,N,N,N,859.0,5640.0,1560.0,348.0,33.0,177.0,545.0,944.0,80.0,28.0,72.0,53.0,665.0,603.0,3.75,5.0,17.0,51.0,4338.0,1339.0,146.0,430.0,1157.0,104.0,140.0,0.983,Boston Red Sox,Fenway Park II,2650862.0,103.0,102.0,BOS,BOS,BOS
2002,AL,CHA,CHW,C,2,162,81.0,81,81,N,N,N,N,856.0,5502.0,1475.0,289.0,29.0,217.0,555.0,952.0,75.0,31.0,49.0,53.0,798.0,716.0,4.53,7.0,7.0,35.0,4269.0,1422.0,190.0,528.0,945.0,97.0,157.0,0.984,Chicago White Sox,Comiskey Park II,1676911.0,102.0,101.0,CHW,CHA,CHA
2002,NL,CHN,CHC,C,5,162,78.0,67,95,N,N,N,N,706.0,5496.0,1351.0,259.0,29.0,200.0,585.0,1269.0,63.0,21.0,44.0,39.0,759.0,687.0,4.29,11.0,9.0,23.0,4324.0,1373.0,167.0,606.0,1333.0,114.0,144.0,0.981,Chicago Cubs,Wrigley Field,2693096.0,98.0,98.0,CHC,CHN,CHN
2002,NL,CIN,CIN,C,3,162,80.0,78,84,N,N,N,N,709.0,5470.0,1386.0,297.0,21.0,169.0,583.0,1188.0,116.0,52.0,66.0,40.0,774.0,690.0,4.27,2.0,8.0,42.0,4361.0,1502.0,173.0,550.0,980.0,120.0,169.0,0.981,Cincinnati Reds,Cinergy Field,1855787.0,104.0,105.0,CIN,CIN,CIN
2002,AL,CLE,CLE,C,3,162,81.0,74,88,N,N,N,N,739.0,5423.0,1349.0,255.0,26.0,192.0,542.0,1000.0,52.0,37.0,56.0,39.0,837.0,777.0,4.91,9.0,4.0,34.0,4274.0,1508.0,142.0,603.0,1058.0,113.0,161.0,0.981,Cleveland Indians,Jacobs Field,2616940.0,97.0,98.0,CLE,CLE,CLE
2002,NL,COL,COL,W,4,162,81.0,73,89,N,N,N,N,778.0,5512.0,1508.0,283.0,41.0,152.0,497.0,1043.0,103.0,53.0,56.0,50.0,898.0,825.0,5.2,1.0,8.0,43.0,4280.0,1554.0,225.0,582.0,920.0,112.0,158.0,0.982,Colorado Rockies,Coors Field,2737838.0,116.0,116.0,COL,COL,COL
2002,AL,DET,DET,C,5,161,80.0,55,106,N,N,N,N,575.0,5406.0,1340.0,265.0,37.0,124.0,363.0,1035.0,65.0,44.0,64.0,57.0,864.0,773.0,4.92,11.0,7.0,33.0,4242.0,1593.0,163.0,463.0,794.0,142.0,148.0,0.977,Detroit Tigers,Comerica Park,1503623.0,92.0,95.0,DET,DET,DET
2002,NL,FLO,FLA,E,4,162,81.0,79,83,N,N,N,N,699.0,5496.0,1433.0,280.0,32.0,146.0,595.0,1130.0,177.0,73.0,61.0,49.0,763.0,706.0,4.36,11.0,12.0,36.0,4369.0,1449.0,151.0,631.0,1104.0,106.0,163.0,0.983,Florida Marlins,Pro Player Stadium,813118.0,97.0,98.0,FLA,FLO,FLO
