yearkey,leaguekey,teamkey,parkkey,spanfirst,spanlast,games,openings,attendance
2012,NL,CHN,CHI11,2012-04-05,2012-10-03,81,81,2882756
2012,NL,CIN,CIN09,2012-04-05,2012-09-27,81,81,2347251
2012,AL,CLE,CLE08,2012-04-05,2012-10-03,81,81,1603596
2012,NL,COL,DEN02,2012-04-09,2012-09-27,81,81,2630458
2012,AL,DET,DET05,2012-04-05,2012-09-27,81,81,3028033
2012,NL,HOU,HOU03,2012-04-06,2012-09-26,81,81,1607733
2012,AL,KCA,KAN06,2012-04-13,2012-10-03,81,80,1739859
2012,AL,LAA,ANA01,2012-04-06,2012-09-27,81,81,3061770
2012,NL,LAN,LOS03,2012-04-10,2012-10-03,81,81,3324246
2012,NL,MIA,MIA02,2012-04-04,2012-10-03,81,81,2219444
2012,NL,MIL,MIL06,2012-04-06,2012-10-03,81,81,2831385
2012,AL,MIN,MIN04,2012-04-09,2012-09-30,81,81,2776354
2012,AL,NYA,NYC21,2012-04-13,2012-10-03,81,81,3542406
2012,NL,NYN,NYC20,2012-04-05,2012-09-27,81,80,2242803
2012,AL,OAK,OAK01,2012-04-06,2012-10-03,79,79,1591395
2012,AL,OAK,TOK01,2012-03-28,2012-03-29,2,2,87618
2012,NL,PHI,PHI13,2012-04-09,2012-09-27,81,81,3565718
2012,NL,PIT,PIT08,2012-04-05,2012-10-03,81,80,2091918
2012,NL,SDN,SAN02,2012-04-05,2012-09-30,81,81,2123721
2012,AL,SEA,SEA03,2012-04-13,2012-10-03,81,81,1721920
2012,NL,SFN,SFO03,2012-04-13,2012-09-27,81,81,3377371
2012,NL,SLN,STL10,2012-04-13,2012-10-03,81,81,3262109
2012,AL,TBA,STP01,2012-04-06,2012-10-03,81,81,1559681
2012,AL,TEX,ARL02,2012-04-06,2012-09-30,81,81,3460280
2012,AL,TOR,TOR02,2012-04-09,2012-10-03,81,81,2099663
2012,NL,WAS,WAS11,2012-04-12,2012-10-03,81,79,2370794
2013,NL,ARI,PHO01,2013-04-01,2013-09-29,81,81,2134895
2013,NL,ATL,ATL02,2013-04-01,2013-09-29,81,81,2548679
2013,AL,BAL,BAL12,2013-04-05,2013-09-29,81,81,2357561
2013,AL,BOS,BOS07,2013-04-08,2013-09-22,81,81,2833333
2013,AL,CHA,CHI12,2013-04-01,2013-09-29,81,80,1768413
2013,NL,CHN,CHI11,2013-04-08,2013-09-25,81,81,2642682
2013,NL,CIN,CIN09,2013-04-01,2013-09-29,80,80,2492101
2013,AL,CLE,CLE08,2013-04-08,2013-09-25,81,80,1572926
2013,NL,COL,DEN02,2013-04-05,2013-09-25,81,81,2793828
2013,AL,DET,DET05,2013-04-05,2013-09-22,81,81,3083397
2013,AL,HOU,HOU03,2013-03-31,2013-09-29,81,81,1651883
2013,AL,KCA,KAN06,2013-04-08,2013-09-22,81,81,1750754
2013,AL,LAA,ANA01,2013-04-09,2013-09-25,81,81,3019505
2013,NL,LAN,LOS03,2013-04-01,2013-09-29,81,81,3743527
2013,NL,MIA,MIA02,2013-04-08,2013-09-29,81,81,1586322
2013,NL,MIL,MIL06,2013-04-01,2013-09-22,81,81,2531105
2013,AL,MIN,MIN04,2013-04-01,2013-09-29,81,81,2477644
2013,AL,NYA,NYC21,2013-04-01,2013-09-26,81,81,3279589
2013,NL,NYN,NYC20,2013-04-01,2013-09-29,81,80,2135657
2013,AL,OAK,OAK01,2013-04-01,2013-09-22,81,81,1809302
2013,NL,PHI,PHI13,2013-04-05,2013-09-22,81,81,3012403
2013,NL,PIT,PIT08,2013-04-01,2013-09-22,81,80,2256862
2013,NL,SDN,SAN02,2013-04-09,2013-09-26,81,81,2166691
2013,AL,SEA,SEA03,2013-04-08,2013-09-29,81,81,1761546
2013,NL,SFN,SFO03,2013-04-05,2013-09-29,82,81,3369106
2013,NL,SLN,STL10,2013-04-08,2013-09-29,81,81,3369769
2013,AL,TBA,STP01,2013-04-02,2013-09-23,81,81,1510300
2013,AL,TEX,ARL02,2013-04-05,2013-09-30,82,82,3178273
2013,AL,TOR,TOR02,2013-04-02,2013-09-29,81,81,2536562
2013,NL,WAS,WAS11,2013-04-01,2013-09-22,81,81,2652422
2014,NL,ARI,PHO01,2014-03-31,2014-09-28,79,79,1997385
2014,NL,ARI,SYD01,2014-03-22,2014-03-23,2,2,76345
2014,NL,ATL,ATL02,2014-04-08,2014-09-25,81,81,2354305
2014,AL,BAL,BAL12,2014-03-31,2014-09-21,81,80,2464473
2014,AL,BOS,BOS07,2014-04-04,2014-09-28,81,81,2956089
2014,AL,CHA,CHI12,2014-03-31,2014-09-28,81,79,1650821
2014,NL,CHN,CHI11,2014-04-04,2014-09-24,81,81,2652113
2014,NL,CIN,CIN09,2014-03-31,2014-09-28,81,81,2476664
2014,AL,CLE,CLE08,2014-04-04,2014-09-28,81,78,1437393
2014,NL,COL,DEN02,2014-04-04,2014-09-21,81,81,2680329
2014,AL,DET,DET05,2014-03-31,2014-09-28,81,81,2917209
2014,AL,HOU,HOU03,2014-04-01,2014-09-21,81,81,1751829
2014,AL,KCA,KAN06,2014-04-04,2014-09-21,81,81,1956482
2014,AL,LAA,ANA01,2014-03-31,2014-09-21,81,81,3095935
2014,NL,LAN,LOS03,2014-04-04,2014-09-28,81,81,3782337
2014,NL,MIA,MIA02,2014-03-31,2014-09-25,81,81,1732283
2014,NL,MIL,MIL06,2014-03-31,2014-09-28,81,81,2797384
2014,AL,MIN,MIN04,2014-04-07,2014-09-24,81,81,2250606
2014,AL,NYA,NYC21,2014-04-07,2014-09-25,81,80,3401624
2014,NL,NYN,NYC20,2014-03-31,2014-09-28,81,80,2148808
2014,AL,OAK,OAK01,2014-03-31,2014-09-24,81,80,2003628
2014,NL,PHI,PHI13,2014-04-08,2014-09-28,81,81,2423852
2014,NL,PIT,PIT08,2014-03-31,2014-09-21,81,81,2442564
2014,NL,SDN,SAN02,2014-03-30,2014-09-24,81,81,2195373
2014,AL,SEA,SEA03,2014-04-08,2014-09-28,81,81,2064334
2014,NL,SFN,SFO03,2014-04-08,2014-09-28,81,81,3368697
2014,NL,SLN,STL10,2014-04-07,2014-09-21,81,81,3540649
2014,AL,TBA,STP01,2014-03-31,2014-09-21,81,81,1446464
2014,AL,TEX,ARL02,2014-03-31,2014-09-28,81,81,2718733
2014,AL,TOR,TOR02,2014-04-04,2014-09-28,81,81,2375525
2014,NL,WAS,WAS11,2014-04-04,2014-09-28,81,81,2579389
2015,NL,ARI,PHO01,2015-04-06,2015-10-04,81,81,2080145
2015,NL,ATL,ATL02,2015-04-10,2015-10-04,81,80,2001392
2015,AL,BAL,BAL12,2015-04-10,2015-10-04,78,75,2281202
2015,AL,BOS,BOS07,2015-04-13,2015-09-27,81,81,2880694
2015,AL,CHA,CHI12,2015-04-10,2015-10-04,81,80,1755810
2015,NL,CHN,CHI11,2015-04-05,2015-09-28,81,81,2959812
2015,NL,CIN,CIN09,2015-04-06,2015-10-01,81,81,2419506
2015,AL,CLE,CLE08,2015-04-10,2015-10-04,80,78,1388905
2015,NL,COL,DEN02,2015-04-10,2015-09-27,81,80,2506789
2015,AL,DET,DET05,2015-04-06,2015-09-27,81,81,2726048
2015,AL,HOU,HOU03,2015-04-06,2015-09-27,81,81,2153585
2015,AL,KCA,KAN06,2015-04-06,2015-09-27,81,81,2708549
2015,AL,LAA,ANA01,2015-04-10,2015-09-30,81,81,3012765
2015,NL,LAN,LOS03,2015-04-06,2015-10-04,81,81,3764815
2015,NL,MIA,MIA02,2015-04-06,2015-09-27,81,81,1752235
2015,NL,MIL,MIL06,2015-04-06,2015-10-04,81,81,2542558
2015,AL,MIN,MIN04,2015-04-13,2015-10-04,81,81,2220054
2015,AL,NYA,NYC21,2015-04-06,2015-10-01,81,80,3193795
2015,NL,NYN,NYC20,2015-04-13,2015-10-04,81,81,2569753
2015,AL,OAK,OAK01,2015-04-06,2015-09-27,81,81,1768175
2015,NL,PHI,PHI13,2015-04-06,2015-10-04,81,78,1831080
2015,NL,PIT,PIT08,2015-04-13,2015-10-04,81,81,2498596
2015,NL,SDN,SAN02,2015-04-09,2015-10-01,81,81,2459752
2015,AL,SEA,SEA03,2015-04-06,2015-10-04,81,81,2193581
2015,NL,SFN,SFO03,2015-04-13,2015-10-04,81,81,3375882
2015,NL,SLN,STL10,2015-04-13,2015-09-27,81,81,3520889
2015,AL,TBA,STP01,2015-04-06,2015-10-04,84,84,1287054
2015,AL,TEX,ARL02,2015-04-10,2015-10-04,81,81,2491875
2015,AL,TOR,TOR02,2015-04-13,2015-09-27,81,81,2794891
2015,NL,WAS,WAS11,2015-04-06,2015-09-28,81,81,2619843
2016,NL,ARI,PHO01,2016-04-04,2016-10-02,81,81,2036216
2016,NL,ATL,ATL02,2016-04-04,2016-10-02,80,80,2008332
2016,NL,ATL,FTB01,2016-07-03,2016-07-03,1,1,12582
2016,AL,BAL,BAL12,2016-04-04,2016-09-25,81,81,2172344
2016,AL,BOS,BOS07,2016-04-11,2016-10-02,81,81,2955434
2016,AL,CHA,CHI12,2016-04-08,2016-10-02,81,80,1746293
2016,NL,CHN,CHI11,2016-04-11,2016-09-25,81,81,3232420
2016,NL,CIN,CIN09,2016-04-04,2016-10-02,81,81,1894085
2016,AL,CLE,CLE08,2016-04-05,2016-09-25,81,81,1591667
2016,NL,COL,DEN02,2016-04-08,2016-10-02,81,81,2602524
2016,AL,DET,DET05,2016-04-08,2016-09-28,80,80,2493859
2016,AL,HOU,HOU03,2016-04-11,2016-09-28,81,81,2306623
2016,AL,KCA,KAN06,2016-04-03,2016-10-02,81,81,2557712
2016,AL,LAA,ANA01,2016-04-04,2016-10-02,81,81,3016142
2016,NL,LAN,LOS03,2016-04-12,2016-09-25,81,81,3703312
2016,NL,MIA,MIA02,2016-04-05,2016-09-28,80,80,1712417
2016,NL,MIL,MIL06,2016-04-04,2016-09-25,81,81,2315244
2016,AL,MIN,MIN04,2016-04-11,2016-09-25,81,81,1963912
2016,AL,NYA,NYC21,2016-04-05,2016-10-02,81,81,3063405
2016,NL,NYN,NYC20,2016-04-08,2016-09-25,81,80,2789602
2016,AL,OAK,OAK01,2016-04-04,2016-09-25,81,81,1521506
2016,NL,PHI,PHI13,2016-04-11,2016-10-02,81,81,1915144
2016,NL,PIT,PIT08,2016-04-03,2016-09-29,81,80,2249201
2016,NL,SDN,SAN02,2016-04-04,2016-09-29,81,81,2351422
2016,AL,SEA,SEA03,2016-04-08,2016-10-02,81,81,2267928
2016,NL,SFN,SFO03,2016-04-07,2016-10-02,81,81,3365256
2016,NL,SLN,STL10,2016-04-11,2016-10-02,81,81,3444490
2016,AL,TBA,STP01,2016-04-03,2016-09-25,81,81,1286163
2016,AL,TEX,ARL02,2016-04-04,2016-10-02,81,81,2710402
2016,AL,TOR,TOR02,2016-04-08,2016-09-29,81,81,3392099
2016,NL,WAS,WAS11,2016-04-07,2016-10-02,81,81,2481938
2017,NL,ARI,PHO01,2017-04-02,2017-09-27,81,81,2134375
2017,NL,ATL,ATL03,2017-04-14,2017-09-24,81,81,2505252
2017,AL,BAL,BAL12,2017-04-03,2017-09-24,81,81,2028424
2017,AL,BOS,BOS07,2017-04-03,2017-10-01,81,81,2917678
2017,AL,CHA,CHI12,2017-04-04,2017-09-28,81,79,1629470
2017,NL,CHN,CHI11,2017-04-10,2017-10-01,81,81,3199562
2017,NL,CIN,CIN09,2017-04-03,2017-09-24,81,81,1836917
2017,AL,CLE,CLE08,2017-04-11,2017-10-01,81,81,2048138
2017,NL,COL,DEN02,2017-04-07,2017-10-01,81,81,2953650
2017,AL,DET,DET05,2017-04-07,2017-09-24,81,81,2321599
2017,AL,HOU,HOU03,2017-04-03,2017-09-24,78,78,2390678
2017,AL,HOU,STP01,2017-08-29,2017-08-31,3,3,12993
2017,AL,KCA,KAN06,2017-04-10,2017-10-01,81,80,2220370
2017,AL,LAA,ANA01,2017-04-07,2017-10-01,81,81,3019585
2017,NL,LAN,LOS03,2017-04-03,2017-09-27,81,81,3765856
2017,NL,MIA,MIA02,2017-04-11,2017-10-01,78,78,1583014
2017,NL,MIL,MIL06,2017-04-03,2017-09-28,84,84,2627705
2017,AL,MIN,MIN04,2017-04-03,2017-10-01,81,80,2051279
2017,AL,NYA,NYC21,2017-04-10,2017-10-01,81,80,3188116
2017,NL,NYN,NYC20,2017-04-03,2017-09-27,81,80,2460622
2017,AL,OAK,OAK01,2017-04-03,2017-09-27,81,80,1475721
2017,NL,PHI,PHI13,2017-04-07,2017-10-01,81,79,1905354
2017,NL,PIT,PIT08,2017-04-07,2017-09-27,80,80,1916851
2017,NL,PIT,WIL02,2017-08-20,2017-08-20,1,1,2596
2017,NL,SDN,SAN02,2017-04-07,2017-09-24,81,81,2138491
2017,AL,SEA,SEA03,2017-04-10,2017-09-24,81,81,2135445
2017,NL,SFN,SFO03,2017-04-10,2017-10-01,81,81,3303652
2017,NL,SLN,STL10,2017-04-02,2017-10-01,81,81,3448337
2017,AL,TBA,NYC20,2017-09-11,2017-09-13,3,3,49510
2017,AL,TBA,STP01,2017-04-02,2017-10-01,78,77,1204109
2017,AL,TEX,ARL02,2017-04-03,2017-10-01,81,81,2507760
2017,AL,TOR,TOR02,2017-04-11,2017-09-24,81,81,3203886
2017,NL,WAS,WAS11,2017-04-03,2017-10-01,81,81,2524980
2018,NL,ARI,PHO01,2018-03-29,2018-09-26,81,81,2242695
2018,NL,ATL,ATL03,2018-03-29,2018-09-23,81,81,2555781
2018,AL,BAL,BAL12,2018-03-29,2018-09-30,81,78,1564192
2018,AL,BOS,BOS07,2018-04-05,2018-09-30,81,81,2895575
2018,AL,CHA,CHI12,2018-04-05,2018-09-26,81,80,1608817
2018,NL,CHN,CHI11,2018-04-10,2018-10-01,82,82,3181089
2018,NL,CIN,CIN09,2018-03-30,2018-09-30,81,81,1629356
2018,AL,CLE,CLE08,2018-04-06,2018-09-23,81,80,1926701
2018,NL,COL,DEN02,2018-04-06,2018-09-30,81,81,3015880
2018,AL,DET,DET05,2018-03-30,2018-09-23,81,80,1856970
2018,AL,HOU,HOU03,2018-04-02,2018-09-23,81,81,2980549
2018,AL,KCA,KAN06,2018-03-29,2018-09-30,81,81,1665107
2018,AL,LAA,ANA01,2018-04-02,2018-09-30,81,81,3020216
2018,NL,LAN,LOS03,2018-03-29,2018-10-01,82,82,3857500
2018,NL,MIA,MIA02,2018-03-29,2018-09-23,81,81,811104
2018,NL,MIL,MIL06,2018-04-02,2018-09-30,81,81,2850875
2018,AL,MIN,MIN04,2018-04-05,2018-09-30,79,78,1920144
2018,AL,MIN,SJU01,2018-04-17,2018-04-18,2,2,39053
2018,AL,NYA,NYC21,2018-04-03,2018-09-23,81,81,3482855
2018,NL,NYN,NYC20,2018-03-29,2018-09-30,81,79,2224995
2018,AL,OAK,OAK01,2018-03-29,2018-09-23,81,81,1573616
2018,NL,PHI,PHI13,2018-04-05,2018-09-30,80,78,2155695
2018,NL,PHI,WIL02,2018-08-19,2018-08-19,1,1,2429
2018,NL,PIT,PIT08,2018-04-02,2018-09-23,80,78,1465316
2018,NL,SDN,MNT01,2018-05-04,2018-05-06,3,3,65116
2018,NL,SDN,SAN02,2018-03-29,2018-09-30,78,78,2103420
2018,AL,SEA,SEA03,2018-03-29,2018-09-30,81,81,2299489
2018,NL,SFN,SFO03,2018-04-03,2018-09-30,81,81,3156185
2018,NL,SLN,STL10,2018-04-05,2018-09-26,81,81,3403587
2018,AL,TBA,STP01,2018-03-29,2018-09-30,81,81,1154973
2018,AL,TEX,ARL02,2018-03-29,2018-09-23,81,81,2107107
2018,AL,TOR,TOR02,2018-03-29,2018-09-26,81,80,2325281
2018,NL,WAS,WAS11,2018-04-05,2018-09-26,81,80,2529604
2019,NL,ARI,PHO01,2019-04-05,2019-09-29,81,81,2135510
2019,NL,ATL,ATL03,2019-04-01,2019-09-22,81,81,2654920
2019,AL,BAL,BAL12,2019-04-04,2019-09-22,81,80,1307807
2019,AL,BOS,BOS07,2019-04-09,2019-09-29,79,79,2796784
2019,AL,BOS,LON01,2019-06-29,2019-06-30,2,2,118718
2019,AL,CHA,CHI12,2019-04-05,2019-09-29,80,77,1649775
2019,NL,CHN,CHI11,2019-04-08,2019-09-22,81,81,3094865
2019,NL,CIN,CIN09,2019-03-28,2019-09-26,79,79,1775396
2019,NL,CIN,MNT01,2019-04-13,2019-04-14,2,2,33679
2019,AL,CLE,CLE08,2019-04-01,2019-09-22,81,79,1738642
2019,NL,COL,DEN02,2019-04-05,2019-09-29,81,81,2993244
2019,AL,DET,DET05,2019-04-04,2019-09-26,81,80,1501430
2019,AL,HOU,HOU03,2019-04-05,2019-09-22,81,81,2857367
2019,AL,KCA,KAN06,2019-03-28,2019-09-29,80,79,1454205
2019,AL,KCA,OMA01,2019-06-13,2019-06-13,1,1,25454
2019,AL,LAA,ANA01,2019-04-04,2019-09-29,79,79,2987221
2019,AL,LAA,MNT01,2019-05-04,2019-05-05,2,2,35791
2019,NL,LAN,LOS03,2019-03-28,2019-09-22,81,81,3974309
2019,NL,MIA,MIA02,2019-03-28,2019-09-22,81,81,811302
2019,NL,MIL,MIL06,2019-03-28,2019-09-22,81,81,2923333
2019,AL,MIN,MIN04,2019-03-28,2019-09-22,81,81,2303299
2019,AL,NYA,NYC21,2019-03-28,2019-09-22,81,79,3304404
2019,NL,NYN,NYC20,2019-04-04,2019-09-29,81,80,2442532
2019,AL,OAK,OAK01,2019-03-28,2019-09-22,79,79,1578496
2019,AL,OAK,TOK01,2019-03-20,2019-03-21,2,2,92238
2019,NL,PHI,PHI13,2019-03-28,2019-09-29,81,81,2727421
2019,NL,PIT,PIT08,2019-04-01,2019-09-29,80,80,1488936
2019,NL,PIT,WIL02,2019-08-18,2019-08-18,1,1,2503
2019,NL,SDN,SAN02,2019-03-28,2019-09-26,81,81,2396399
2019,AL,SEA,SEA03,2019-03-28,2019-09-29,81,81,1791109
2019,NL,SFN,SFO03,2019-04-05,2019-09-29,81,81,2707760
2019,NL,SLN,STL10,2019-04-05,2019-09-29,81,81,3480393
2019,AL,TBA,STP01,2019-03-28,2019-09-25,81,80,1178735
2019,AL,TEX,ARL02,2019-03-28,2019-09-29,81,81,2132994
2019,AL,TOR,TOR02,2019-03-28,2019-09-29,81,81,1750144
2019,NL,WAS,WAS11,2019-03-28,2019-09-29,81,81,2259781
2020,NL,ARI,PHO01,2020-07-30,2020-09-27,30,0,0
2020,NL,ATL,ATL03,2020-07-29,2020-09-27,30,0,0
2020,AL,BAL,BAL12,2020-07-29,2020-09-20,33,0,0
2020,AL,BOS,BOS07,2020-07-24,2020-09-24,31,0,0
2020,AL,CHA,CHI12,2020-07-24,2020-09-27,30,0,0
2020,NL,CHN,CHI11,2020-07-24,2020-09-20,33,0,0
2020,NL,CIN,CIN09,2020-07-24,2020-09-23,29,0,0
2020,AL,CLE,CLE08,2020-07-24,2020-09-27,30,0,0
2020,NL,COL,DEN02,2020-07-31,2020-09-20,30,0,0
2020,AL,DET,DET05,2020-07-27,2020-09-20,27,0,0
2020,AL,HOU,HOU03,2020-07-24,2020-09-20,28,0,0
2020,AL,KCA,KAN06,2020-07-31,2020-09-27,30,0,0
2020,AL,LAA,ANA01,2020-07-28,2020-09-21,31,0,0
2020,NL,LAN,LOS03,2020-07-23,2020-09-27,30,0,0
2020,NL,MIA,MIA02,2020-08-14,2020-09-20,26,0,0
2020,NL,MIL,MIL06,2020-08-03,2020-09-20,29,0,0
2020,AL,MIN,MIN04,2020-07-28,2020-09-27,31,0,0
2020,AL,NYA,NYC21,2020-07-31,2020-09-27,31,0,0
2020,NL,NYN,NYC20,2020-07-24,2020-09-23,29,0,0
2020,AL,OAK,OAK01,2020-07-24,2020-09-27,32,0,0
2020,NL,PHI,PHI13,2020-07-24,2020-09-20,32,0,0
2020,NL,PIT,PIT08,2020-07-27,2020-09-24,32,0,0
2020,NL,SDN,SAN02,2020-07-24,2020-09-23,32,0,0
2020,AL,SEA,SEA03,2020-07-31,2020-09-23,24,0,0
2020,NL,SFN,SFO03,2020-07-28,2020-09-27,33,0,0
2020,NL,SLN,STL10,2020-07-24,2020-09-27,27,0,0
2020,AL,TBA,STP01,2020-07-24,2020-09-27,29,0,0
2020,AL,TEX,ARL03,2020-07-24,2020-09-27,30,0,0
2020,AL,TOR,BUF05,2020-08-11,2020-09-27,26,0,0
2020,NL,WAS,WAS11,2020-07-23,2020-09-27,33,0,0
2021,NL,ARI,PHO01,2021-04-09,2021-10-03,81,81,1043010
2021,NL,ATL,ATL03,2021-04-09,2021-10-03,80,79,2299646
2021,AL,BAL,BAL12,2021-04-08,2021-09-30,81,78,793229
2021,AL,BOS,BOS07,2021-04-02,2021-09-26,81,81,1725323
2021,AL,CHA,CHI12,2021-04-08,2021-10-03,80,77,1588553
2021,AL,CHA,DYE01,2021-08-12,2021-08-12,1,1,7832
2021,NL,CHN,CHI11,2021-04-01,2021-09-26,81,81,1978934
2021,NL,CIN,CIN09,2021-04-01,2021-09-27,81,81,1505024
2021,AL,CLE,CLE08,2021-04-05,2021-09-27,80,76,1112536
2021,AL,CLE,WIL02,2021-08-22,2021-08-22,1,1,1832
2021,NL,COL,DEN02,2021-04-01,2021-09-29,81,78,1938645
2021,AL,DET,DET05,2021-04-01,2021-09-27,81,81,1102621
2021,AL,HOU,HOU03,2021-04-08,2021-10-03,81,81,2068509
2021,AL,KCA,KAN06,2021-04-01,2021-10-03,81,81,1159613
2021,AL,LAA,ANA01,2021-04-01,2021-09-26,82,82,1515689
2021,NL,LAN,LOS03,2021-04-09,2021-10-03,81,81,2804693
2021,NL,MIA,MIA02,2021-04-01,2021-10-03,81,81,642617
2021,NL,MIL,MIL06,2021-04-01,2021-09-26,81,81,1824282
2021,AL,MIN,MIN04,2021-04-08,2021-09-30,81,80,1310199
2021,AL,NYA,NYC21,2021-04-01,2021-10-03,81,80,1959854
2021,NL,NYN,NYC20,2021-04-08,2021-09-30,81,73,1511926
2021,AL,OAK,OAK01,2021-04-01,2021-09-26,81,80,701430
2021,NL,PHI,PHI13,2021-04-01,2021-09-26,81,79,1515890
2021,NL,PIT,PIT08,2021-04-08,2021-10-03,81,81,859498
2021,NL,SDN,SAN02,2021-04-01,2021-09-26,81,81,2191950
2021,AL,SEA,SEA03,2021-04-01,2021-10-03,81,81,1215985
2021,NL,SFN,SFO03,2021-04-09,2021-10-03,81,81,1679484
2021,NL,SLN,STL10,2021-04-08,2021-10-03,81,80,2102530
2021,AL,TBA,STP01,2021-04-09,2021-09-26,81,80,761072
2021,AL,TEX,ARL03,2021-04-05,2021-10-03,81,81,2110258
2021,AL,TOR,BUF05,2021-06-01,2021-07-21,23,22,170130
2021,AL,TOR,DUN01,2021-04-08,2021-05-24,21,21,30936
2021,AL,TOR,TOR02,2021-07-30,2021-10-03,36,36,604835
2021,NL,WAS,WAS11,2021-04-06,2021-10-03,81,80,1465543
2022,NL,ARI,PHO01,2022-04-07,2022-09-25,81,81,1605199
2022,NL,ATL,ATL03,2022-04-07,2022-10-02,81,81,3129931
2022,AL,BAL,BAL12,2022-04-11,2022-10-05,81,78,1368367
2022,AL,BOS,BOS07,2022-04-15,2022-10-05,81,81,2625089
2022,AL,CHA,CHI12,2022-04-12,2022-10-05,81,81,2009359
2022,NL,CHN,CHI11,2022-04-07,2022-10-02,81,81,2616780
2022,NL,CIN,CIN09,2022-04-12,2022-10-05,80,79,1387947
2022,NL,CIN,DYE01,2022-08-11,2022-08-11,1,1,7823
2022,AL,CLE,CLE08,2022-04-15,2022-10-05,81,76,1295870
2022,NL,COL,DEN02,2022-04-08,2022-09-25,81,80,2597428
2022,AL,DET,DET05,2022-04-08,2022-10-02,82,80,1575544
2022,AL,HOU,HOU03,2022-04-18,2022-10-05,81,81,2688998
2022,AL,KCA,KAN06,2022-04-07,2022-09-25,81,80,1277686
2022,AL,LAA,ANA01,2022-04-07,2022-10-02,81,81,2457461
2022,NL,LAN,LOS03,2022-04-14,2022-10-05,81,81,3861408
2022,NL,MIA,MIA02,2022-04-14,2022-10-05,81,81,907487
2022,NL,MIL,MIL06,2022-04-14,2022-10-05,81,80,2422420
2022,AL,MIN,MIN04,2022-04-08,2022-09-29,81,80,1801128
2022,AL,NYA,NYC21,2022-04-08,2022-10-02,81,78,3136207
2022,NL,NYN,NYC20,2022-04-15,2022-10-05,81,77,2564737
2022,AL,OAK,OAK01,2022-04-18,2022-10-05,80,79,787902
2022,NL,PHI,PHI13,2022-04-08,2022-09-25,81,80,2276736
2022,NL,PIT,PIT08,2022-04-12,2022-10-05,81,81,1257458
2022,NL,SDN,SAN02,2022-04-14,2022-10-05,81,81,2987470
2022,AL,SEA,SEA03,2022-04-15,2022-10-05,81,80,2287267
2022,NL,SFN,SFO03,2022-04-08,2022-10-02,81,81,2482686
2022,NL,SLN,STL10,2022-04-07,2022-10-02,81,81,3320551
2022,AL,TBA,STP01,2022-04-08,2022-09-25,81,81,1128127
2022,AL,TEX,ARL03,2022-04-11,2022-10-05,81,81,2011361
2022,AL,TOR,TOR02,2022-04-08,2022-10-02,81,81,2653830
2022,NL,WAS,WAS11,2022-04-07,2022-10-02,81,81,2026401
2023,NL,ARI,PHO01,2023-04-06,2023-10-01,81,81,1961182
2023,NL,ATL,ATL03,2023-04-06,2023-10-01,81,81,3191505
2023,AL,BAL,BAL12,2023-04-07,2023-10-01,81,81,1936798
2023,AL,BOS,BOS07,2023-03-30,2023-09-27,81,81,2672130
2023,AL,CHA,CHI12,2023-04-03,2023-10-01,81,78,1669628
2023,NL,CHN,CHI11,2023-03-30,2023-09-24,81,81,2775149
2023,NL,CIN,CIN09,2023-03-30,2023-09-24,81,81,2038302
2023,AL,CLE,CLE08,2023-04-07,2023-09-27,81,78,1834068
2023,NL,COL,DEN02,2023-04-06,2023-10-01,81,81,2607935
2023,AL,DET,DET05,2023-04-06,2023-10-01,81,77,1612876
2023,AL,HOU,HOU03,2023-03-30,2023-09-24,81,81,3052347
2023,AL,KCA,KAN06,2023-03-30,2023-10-01,81,81,1307052
2023,AL,LAA,ANA01,2023-04-07,2023-10-01,81,81,2640575
2023,NL,LAN,LOS03,2023-03-30,2023-09-24,81,81,3837079
2023,NL,MIA,MIA02,2023-03-30,2023-09-24,81,81,1162819
2023,NL,MIL,MIL06,2023-04-03,2023-10-01,81,81,2551347
2023,AL,MIN,MIN04,2023-04-07,2023-09-28,81,81,1974124
2023,AL,NYA,NYC21,2023-03-30,2023-09-25,81,80,3269016
2023,NL,NYN,NYC20,2023-04-07,2023-10-01,81,78,2573555
2023,AL,OAK,OAK01,2023-03-30,2023-09-24,81,81,832352
2023,NL,PHI,PHI13,2023-04-07,2023-09-28,81,80,3052605
2023,NL,PIT,PIT08,2023-04-07,2023-10-01,81,81,1630624
2023,NL,SDN,MEX02,2023-04-29,2023-04-30,2,2,39244
2023,NL,SDN,SAN02,2023-03-30,2023-09-24,79,79,3232310
2023,AL,SEA,SEA03,2023-03-30,2023-10-01,81,81,2690418
2023,NL,SFN,SFO03,2023-04-07,2023-10-01,81,81,2500153
2023,NL,SLN,LON01,2023-06-24,2023-06-25,2,2,110227
2023,NL,SLN,STL10,2023-03-30,2023-10-01,79,79,3130864
2023,AL,TBA,STP01,2023-03-30,2023-09-24,81,81,1440301
2023,AL,TEX,ARL03,2023-03-30,2023-09-24,81,81,2533044
2023,AL,TOR,TOR02,2023-04-11,2023-10-01,81,81,3021904
2023,NL,WAS,WAS11,2023-03-30,2023-09-24,80,80,1863359
2023,NL,WAS,WIL02,2023-08-20,2023-08-20,1,1,2473
2024,NL,ARI,PHO01,2024-03-28,2024-09-29,81,81,2341876
2024,NL,ATL,ATL03,2024-04-05,2024-09-30,81,80,3011755
2024,AL,BAL,BAL12,2024-03-28,2024-09-22,81,80,2281129
