playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
fermijo01,2025,1,SLN,NL,LF,4,1.0,48,2.0,0.0,0.0,0.0,,,,,
fermijo01,2025,1,SLN,NL,RF,1,1.0,24,2.0,0.0,0.0,0.0,,,,,
fernaya01,2025,1,COL,NL,LF,3,1.0,36,1.0,0.0,0.0,0.0,,,,,
fernaya01,2025,1,COL,NL,RF,19,16.0,405,40.0,4.0,2.0,1.0,,,,,
fickro01,2001,1,DET,AL,RF,8,8.0,189,15.0,1.0,0.0,0.0,,,,,
fickro01,2002,1,DET,AL,RF,140,139.0,3608,287.0,21.0,12.0,5.0,,,,,
fickro01,2004,1,TBA,AL,LF,13,11.0,263,20.0,0.0,1.0,0.0,,,,,
fickro01,2004,1,TBA,AL,RF,8,7.0,165,20.0,0.0,0.0,0.0,,,,,
fickro01,2005,1,SDN,NL,LF,4,2.0,54,1.0,0.0,0.0,0.0,,,,,
fickro01,2005,1,SDN,NL,RF,9,6.0,171,16.0,1.0,0.0,0.0,,,,,
fickro01,2006,1,WAS,NL,RF,6,3.0,96,4.0,0.0,0.0,0.0,,,,,
fickro01,2007,1,WAS,NL,LF,14,10.0,201,14.0,1.0,1.0,0.0,,,,,
fickro01,2007,1,WAS,NL,RF,7,3.0,92,4.0,0.0,0.0,0.0,,,,,
fieldda01,2015,1,DET,AL,LF,1,0.0,21,2.0,0.0,1.0,0.0,,,,,
fieldjo02,2006,1,CHA,AL,LF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
fieldjo02,2007,1,CHA,AL,LF,21,21.0,538,34.0,2.0,2.0,0.0,,,,,
fieldjo04,2018,1,TBA,AL,CF,13,9.0,258,21.0,1.0,0.0,0.0,,,,,
fieldjo04,2018,1,TBA,AL,LF,23,18.0,517,42.0,2.0,1.0,0.0,,,,,
fieldjo04,2018,1,TBA,AL,RF,25,16.0,480,42.0,1.0,0.0,0.0,,,,,
fieldjo04,2018,2,MIN,AL,CF,2,1.0,21,1.0,0.0,0.0,0.0,,,,,
fieldjo04,2018,2,MIN,AL,LF,11,8.0,231,14.0,0.0,0.0,0.0,,,,,
fieldjo04,2018,2,MIN,AL,RF,7,6.0,129,10.0,0.0,0.0,0.0,,,,,
fieldth01,2011,1,COL,NL,RF,1,0.0,9,1.0,0.0,0.0,0.0,,,,,
figgich01,2003,1,ANA,AL,CF,44,40.0,1064,108.0,1.0,0.0,0.0,,,,,
figgich01,2003,1,ANA,AL,LF,3,1.0,39,5.0,0.0,0.0,0.0,,,,,
figgich01,2004,1,ANA,AL,CF,54,35.0,1008,92.0,0.0,1.0,0.0,,,,,
figgich01,2004,1,ANA,AL,LF,1,1.0,27,4.0,0.0,0.0,0.0,,,,,
figgich01,2004,1,ANA,AL,RF,2,1.0,30,4.0,1.0,0.0,0.0,,,,,
figgich01,2005,1,LAA,AL,CF,50,45.0,1195,131.0,1.0,2.0,0.0,,,,,
figgich01,2005,1,LAA,AL,LF,15,13.0,390,27.0,1.0,0.0,1.0,,,,,
figgich01,2005,1,LAA,AL,RF,8,7.0,159,12.0,1.0,0.0,0.0,,,,,
figgich01,2006,1,LAA,AL,CF,96,93.0,2487,242.0,7.0,5.0,3.0,,,,,
figgich01,2006,1,LAA,AL,LF,16,9.0,272,16.0,1.0,0.0,0.0,,,,,
figgich01,2006,1,LAA,AL,RF,6,4.0,113,7.0,0.0,0.0,0.0,,,,,
figgich01,2007,1,LAA,AL,RF,11,11.0,258,17.0,1.0,0.0,0.0,,,,,
figgich01,2009,1,LAA,AL,LF,1,0.0,0,0.0,0.0,0.0,0.0,,,,,
figgich01,2011,1,SEA,AL,LF,2,1.0,24,2.0,0.0,0.0,0.0,,,,,
figgich01,2012,1,SEA,AL,CF,9,8.0,204,20.0,0.0,0.0,0.0,,,,,
figgich01,2012,1,SEA,AL,LF,38,29.0,812,49.0,2.0,1.0,1.0,,,,,
figgich01,2012,1,SEA,AL,RF,1,1.0,27,3.0,0.0,0.0,0.0,,,,,
figgich01,2014,1,LAN,NL,LF,1,0.0,2,1.0,0.0,0.0,0.0,,,,,
figuelu01,2007,1,SFN,NL,LF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
finlest01,2000,1,ARI,NL,CF,148,145.0,3851,344.0,10.0,3.0,2.0,,,,,
finlest01,2001,1,ARI,NL,CF,131,124.0,3332,300.0,6.0,2.0,3.0,,,,,
finlest01,2002,1,ARI,NL,CF,144,131.0,3514,321.0,4.0,2.0,2.0,,,,,
finlest01,2003,1,ARI,NL,CF,140,130.0,3505,258.0,9.0,5.0,2.0,,,,,
finlest01,2004,1,ARI,NL,CF,103,102.0,2689,214.0,5.0,2.0,3.0,,,,,
finlest01,2004,2,LAN,NL,CF,55,55.0,1454,145.0,0.0,1.0,0.0,,,,,
finlest01,2005,1,LAA,AL,CF,104,100.0,2687,266.0,5.0,4.0,2.0,,,,,
finlest01,2006,1,SFN,NL,CF,130,103.0,2920,287.0,5.0,1.0,1.0,,,,,
finlest01,2007,1,COL,NL,CF,26,15.0,466,45.0,1.0,0.0,1.0,,,,,
finlest01,2007,1,COL,NL,RF,3,0.0,18,1.0,0.0,0.0,0.0,,,,,
fioreje01,2005,1,BAL,AL,CF,12,10.0,288,29.0,0.0,0.0,0.0,,,,,
fioreje01,2006,1,BAL,AL,CF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
fioreje01,2006,1,BAL,AL,LF,15,11.0,312,28.0,3.0,0.0,1.0,,,,,
fioreje01,2006,1,BAL,AL,RF,1,0.0,6,0.0,0.0,0.0,0.0,,,,,
fioreje01,2008,1,OAK,AL,CF,2,0.0,12,0.0,0.0,0.0,0.0,,,,,
fioreje01,2009,1,BAL,AL,CF,14,11.0,304,26.0,1.0,0.0,0.0,,,,,
fioreje01,2009,1,BAL,AL,LF,7,5.0,153,9.0,1.0,0.0,0.0,,,,,
fioreje01,2009,1,BAL,AL,RF,2,0.0,9,1.0,0.0,0.0,0.0,,,,,
fishede01,2017,1,HOU,AL,CF,3,2.0,54,5.0,0.0,0.0,0.0,,,,,
fishede01,2017,1,HOU,AL,LF,38,30.0,801,52.0,2.0,0.0,0.0,,,,,
fishede01,2017,1,HOU,AL,RF,12,7.0,225,19.0,0.0,1.0,0.0,,,,,
fishede01,2018,1,HOU,AL,CF,9,5.0,144,9.0,0.0,0.0,0.0,,,,,
fishede01,2018,1,HOU,AL,LF,26,17.0,453,28.0,0.0,0.0,0.0,,,,,
fishede01,2018,1,HOU,AL,RF,3,2.0,63,6.0,0.0,0.0,0.0,,,,,
fishede01,2019,1,HOU,AL,LF,11,8.0,238,8.0,0.0,0.0,0.0,,,,,
fishede01,2019,1,HOU,AL,RF,5,3.0,86,5.0,0.0,0.0,0.0,,,,,
fishede01,2019,2,TOR,AL,CF,3,3.0,75,8.0,0.0,0.0,0.0,,,,,
fishede01,2019,2,TOR,AL,LF,27,25.0,628,48.0,1.0,2.0,1.0,,,,,
fishede01,2019,2,TOR,AL,RF,4,2.0,34,0.0,0.0,1.0,0.0,,,,,
fishede01,2020,1,TOR,AL,LF,5,4.0,99,2.0,0.0,0.0,0.0,,,,,
fishede01,2020,1,TOR,AL,RF,10,7.0,171,11.0,0.0,1.0,0.0,,,,,
fishede01,2021,1,MIL,NL,LF,1,0.0,9,0.0,0.0,0.0,0.0,,,,,
fishede01,2021,1,MIL,NL,RF,2,1.0,34,2.0,0.0,0.0,0.0,,,,,
fitzgty01,2023,1,SFN,NL,CF,9,9.0,214,27.0,0.0,0.0,0.0,,,,,
fitzgty01,2024,1,SFN,NL,CF,8,6.0,190,16.0,0.0,2.0,0.0,,,,,
fitzgty01,2024,1,SFN,NL,LF,4,3.0,66,4.0,0.0,0.0,0.0,,,,,
fitzgty01,2025,1,SFN,NL,RF,3,3.0,63,7.0,0.0,0.0,0.0,,,,,
flahery01,2012,1,BAL,AL,LF,7,6.0,152,12.0,0.0,1.0,0.0,,,,,
flahery01,2012,1,BAL,AL,RF,17,9.0,264,15.0,0.0,0.0,0.0,,,,,
flahery01,2014,1,BAL,AL,LF,1,0.0,2,0.0,0.0,0.0,0.0,,,,,
flahery01,2014,1,BAL,AL,RF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
flahery01,2015,1,BAL,AL,LF,1,1.0,24,1.0,0.0,0.0,0.0,,,,,
flahery01,2015,1,BAL,AL,RF,5,5.0,114,6.0,0.0,0.0,0.0,,,,,
flahery01,2016,1,BAL,AL,LF,3,2.0,51,2.0,0.0,0.0,0.0,,,,,
flahery01,2016,1,BAL,AL,RF,6,2.0,78,4.0,0.0,0.0,0.0,,,,,
flahery01,2017,1,BAL,AL,LF,1,1.0,24,4.0,1.0,0.0,0.0,,,,,
flahery01,2017,1,BAL,AL,RF,1,1.0,24,4.0,0.0,0.0,0.0,,,,,
fletcda02,2018,1,LAA,AL,RF,4,0.0,18,1.0,0.0,0.0,0.0,,,,,
fletcda02,2019,1,LAA,AL,LF,21,18.0,440,43.0,0.0,0.0,0.0,,,,,
fletcda02,2019,1,LAA,AL,RF,2,0.0,24,1.0,0.0,0.0,0.0,,,,,
fletcda02,2020,1,LAA,AL,RF,1,0.0,12,1.0,0.0,1.0,0.0,,,,,
fletcdo01,2023,1,ARI,NL,CF,14,12.0,328,41.0,1.0,1.0,0.0,,,,,
fletcdo01,2023,1,ARI,NL,LF,4,3.0,75,2.0,0.0,0.0,0.0,,,,,
fletcdo01,2023,1,ARI,NL,RF,12,9.0,255,21.0,3.0,0.0,1.0,,,,,
fletcdo01,2024,1,CHA,AL,CF,29,24.0,649,65.0,1.0,6.0,0.0,,,,,
fletcdo01,2024,1,CHA,AL,LF,1,1.0,24,1.0,1.0,0.0,0.0,,,,,
fletcdo01,2024,1,CHA,AL,RF,43,39.0,1030,99.0,6.0,0.0,1.0,,,,,
fletcdo01,2025,1,CHA,AL,CF,3,3.0,60,9.0,0.0,0.0,0.0,,,,,
fletcdo01,2025,1,CHA,AL,LF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
fletcdo01,2025,1,CHA,AL,RF,9,7.0,194,8.0,2.0,0.0,0.0,,,,,
florera02,2015,1,NYA,AL,LF,11,8.0,231,17.0,2.0,0.0,0.0,,,,,
florera02,2015,1,NYA,AL,RF,1,0.0,12,1.0,0.0,0.0,0.0,,,,,
florera02,2016,1,MIL,NL,CF,29,19.0,526,40.0,0.0,0.0,0.0,,,,,
florera02,2016,1,MIL,NL,LF,13,9.0,237,18.0,2.0,0.0,0.0,,,,,
florera02,2016,1,MIL,NL,RF,49,37.0,1018,76.0,2.0,1.0,0.0,,,,,
florera02,2017,1,LAA,AL,RF,3,3.0,72,6.0,0.0,0.0,0.0,,,,,
flories01,2020,1,NYA,AL,CF,1,1.0,21,1.0,0.0,0.0,0.0,,,,,
flories01,2021,1,NYA,AL,CF,11,7.0,191,16.0,0.0,0.0,0.0,,,,,
flories01,2022,1,NYA,AL,CF,14,9.0,258,24.0,1.0,0.0,0.0,,,,,
flories01,2022,1,NYA,AL,LF,2,0.0,15,0.0,1.0,0.0,0.0,,,,,
flories01,2023,1,NYA,AL,CF,19,18.0,468,40.0,0.0,1.0,0.0,,,,,
flories01,2024,1,CLE,AL,CF,1,1.0,27,0.0,0.0,0.0,0.0,,,,,
flories01,2024,1,CLE,AL,LF,13,9.0,234,18.0,1.0,1.0,0.0,,,,,
flories01,2024,1,CLE,AL,RF,12,6.0,171,17.0,0.0,0.0,0.0,,,,,
floripe01,2017,1,PHI,NL,CF,8,8.0,180,13.0,0.0,0.0,0.0,,,,,
floripe01,2017,1,PHI,NL,LF,1,1.0,27,4.0,1.0,0.0,0.0,,,,,
floripe01,2017,1,PHI,NL,RF,2,1.0,30,1.0,0.0,0.0,0.0,,,,,
floripe01,2018,1,PHI,NL,CF,1,0.0,9,1.0,0.0,0.0,0.0,,,,,
floripe01,2018,1,PHI,NL,RF,4,0.0,22,0.0,0.0,0.0,0.0,,,,,
floydcl01,2000,1,FLO,NL,LF,108,107.0,2669,170.0,8.0,9.0,0.0,,,,,
floydcl01,2001,1,FLO,NL,LF,142,140.0,3636,269.0,8.0,8.0,2.0,,,,,
floydcl01,2002,1,FLO,NL,LF,20,20.0,551,49.0,2.0,1.0,0.0,,,,,
floydcl01,2002,1,FLO,NL,RF,60,60.0,1571,124.0,3.0,2.0,1.0,,,,,
floydcl01,2002,2,MON,NL,LF,13,13.0,339,14.0,2.0,1.0,0.0,,,,,
floydcl01,2002,3,BOS,AL,LF,21,19.0,498,31.0,1.0,1.0,1.0,,,,,
floydcl01,2002,3,BOS,AL,RF,6,6.0,147,10.0,0.0,0.0,0.0,,,,,
floydcl01,2003,1,NYN,NL,LF,95,94.0,2186,159.0,8.0,5.0,4.0,,,,,
floydcl01,2004,1,NYN,NL,LF,106,106.0,2590,164.0,5.0,2.0,1.0,,,,,
floydcl01,2005,1,NYN,NL,LF,150,147.0,3791,283.0,15.0,2.0,0.0,,,,,
floydcl01,2006,1,NYN,NL,LF,92,91.0,2305,148.0,3.0,2.0,0.0,,,,,
floydcl01,2007,1,CHN,NL,LF,17,15.0,398,32.0,0.0,0.0,0.0,,,,,
floydcl01,2007,1,CHN,NL,RF,63,60.0,1237,69.0,1.0,0.0,0.0,,,,,
fordda03,2010,1,SFN,NL,CF,1,0.0,6,0.0,0.0,0.0,0.0,,,,,
fordda03,2011,1,SFN,NL,CF,15,0.0,131,11.0,0.0,0.0,0.0,,,,,
fordle01,2003,1,MIN,AL,CF,13,5.0,224,18.0,1.0,2.0,1.0,,,,,
fordle01,2003,1,MIN,AL,LF,8,4.0,129,8.0,0.0,0.0,0.0,,,,,
fordle01,2003,1,MIN,AL,RF,6,3.0,102,10.0,0.0,1.0,0.0,,,,,
fordle01,2004,1,MIN,AL,CF,46,35.0,1023,101.0,1.0,3.0,0.0,,,,,
fordle01,2004,1,MIN,AL,LF,81,77.0,2042,149.0,5.0,1.0,0.0,,,,,
fordle01,2004,1,MIN,AL,RF,10,9.0,255,18.0,1.0,0.0,0.0,,,,,
fordle01,2005,1,MIN,AL,CF,63,60.0,1644,140.0,7.0,4.0,1.0,,,,,
fordle01,2005,1,MIN,AL,LF,18,14.0,402,32.0,2.0,1.0,0.0,,,,,
fordle01,2005,1,MIN,AL,RF,16,14.0,399,26.0,0.0,1.0,0.0,,,,,
fordle01,2006,1,MIN,AL,CF,13,2.0,123,7.0,0.0,1.0,0.0,,,,,
fordle01,2006,1,MIN,AL,LF,64,30.0,964,72.0,1.0,0.0,0.0,,,,,
fordle01,2006,1,MIN,AL,RF,22,20.0,507,53.0,3.0,1.0,2.0,,,,,
fordle01,2007,1,MIN,AL,CF,14,0.0,111,7.0,0.0,0.0,0.0,,,,,
fordle01,2007,1,MIN,AL,LF,35,25.0,700,46.0,1.0,1.0,1.0,,,,,
fordle01,2007,1,MIN,AL,RF,3,2.0,69,6.0,0.0,0.0,0.0,,,,,
fordle01,2012,1,BAL,AL,LF,13,9.0,216,16.0,2.0,0.0,0.0,,,,,
fordle01,2012,1,BAL,AL,RF,6,3.0,99,11.0,0.0,0.0,0.0,,,,,
forsylo01,2013,1,SDN,NL,LF,11,7.0,193,9.0,0.0,0.0,0.0,,,,,
forsylo01,2013,1,SDN,NL,RF,3,2.0,39,2.0,0.0,0.0,0.0,,,,,
forsylo01,2014,1,TBA,AL,LF,3,2.0,48,2.0,0.0,0.0,0.0,,,,,
forsylo01,2017,1,LAN,NL,LF,3,0.0,18,1.0,0.0,0.0,0.0,,,,,
forsylo01,2018,2,MIN,AL,LF,1,0.0,0,0.0,0.0,0.0,0.0,,,,,
fowlede01,2008,1,COL,NL,CF,9,5.0,149,12.0,1.0,0.0,1.0,,,,,
fowlede01,2008,1,COL,NL,RF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
fowlede01,2009,1,COL,NL,CF,127,105.0,2933,247.0,5.0,4.0,2.0,,,,,
fowlede01,2010,1,COL,NL,CF,120,103.0,2845,239.0,2.0,1.0,0.0,,,,,
fowlede01,2011,1,COL,NL,CF,122,119.0,3218,309.0,6.0,8.0,2.0,,,,,
fowlede01,2012,1,COL,NL,CF,131,116.0,3078,257.0,4.0,6.0,2.0,,,,,
fowlede01,2013,1,COL,NL,CF,110,106.0,2764,231.0,3.0,3.0,2.0,,,,,
fowlede01,2014,1,HOU,AL,CF,111,110.0,2877,238.0,4.0,5.0,1.0,,,,,
fowlede01,2015,1,CHN,NL,CF,152,149.0,3973,337.0,5.0,4.0,2.0,,,,,
fowlede01,2016,1,CHN,NL,CF,121,117.0,3082,219.0,6.0,4.0,1.0,,,,,
fowlede01,2017,1,SLN,NL,CF,109,108.0,2800,222.0,5.0,1.0,1.0,,,,,
fowlede01,2018,1,SLN,NL,RF,75,74.0,1947,124.0,2.0,4.0,0.0,,,,,
fowlede01,2019,1,SLN,NL,CF,58,52.0,1130,80.0,3.0,1.0,1.0,,,,,
fowlede01,2019,1,SLN,NL,RF,118,80.0,2284,158.0,5.0,4.0,2.0,,,,,
fowlede01,2020,1,SLN,NL,RF,27,27.0,624,38.0,0.0,0.0,0.0,,,,,
fowlede01,2021,1,LAA,AL,RF,7,6.0,149,7.0,0.0,0.0,0.0,,,,,
fowledu01,2017,1,NYA,AL,RF,1,1.0,2,0.0,0.0,0.0,0.0,,,,,
fowledu01,2018,1,OAK,AL,CF,57,44.0,1210,106.0,1.0,1.0,0.0,,,,,
fowledu01,2018,1,OAK,AL,LF,3,1.0,36,2.0,0.0,0.0,0.0,,,,,
fowledu01,2018,1,OAK,AL,RF,3,0.0,15,2.0,0.0,0.0,0.0,,,,,
fowledu01,2021,1,PIT,NL,CF,12,12.0,282,25.0,0.0,0.0,0.0,,,,,
fowledu01,2021,1,PIT,NL,RF,1,0.0,3,1.0,0.0,0.0,0.0,,,,,
foxan01,2000,1,ARI,NL,CF,1,0.0,6,0.0,0.0,0.0,0.0,,,,,
foxan01,2000,1,ARI,NL,LF,1,0.0,3,1.0,0.0,0.0,0.0,,,,,
foxan01,2000,1,ARI,NL,RF,4,1.0,45,2.0,0.0,0.0,0.0,,,,,
foxan01,2000,2,FLO,NL,LF,9,0.0,39,3.0,0.0,0.0,0.0,,,,,
foxan01,2000,2,FLO,NL,RF,5,3.0,83,3.0,1.0,1.0,0.0,,,,,
foxan01,2001,1,FLO,NL,CF,1,0.0,5,0.0,0.0,0.0,0.0,,,,,
foxan01,2001,1,FLO,NL,LF,1,0.0,9,1.0,0.0,0.0,0.0,,,,,
foxan01,2002,1,FLO,NL,RF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
foxan01,2003,1,FLO,NL,LF,2,1.0,30,1.0,0.0,0.0,0.0,,,,,
foxan01,2004,2,TEX,AL,LF,1,0.0,3,1.0,0.0,0.0,0.0,,,,,
foxan01,2004,2,TEX,AL,RF,1,0.0,6,1.0,0.0,0.0,0.0,,,,,
foxja02,2007,1,CHN,NL,RF,3,3.0,66,2.0,0.0,0.0,0.0,,,,,
foxja02,2009,1,CHN,NL,LF,23,15.0,422,34.0,1.0,3.0,0.0,,,,,
foxja02,2009,1,CHN,NL,RF,3,2.0,51,2.0,0.0,0.0,0.0,,,,,
foxja02,2010,1,OAK,AL,LF,9,6.0,169,12.0,1.0,0.0,0.0,,,,,
foxja02,2010,2,BAL,AL,LF,4,1.0,39,4.0,0.0,0.0,0.0,,,,,
foxja02,2011,1,BAL,AL,LF,5,4.0,105,5.0,0.0,0.0,0.0,,,,,
fraleja01,2019,1,SEA,AL,CF,11,9.0,228,16.0,0.0,1.0,0.0,,,,,
fraleja01,2019,1,SEA,AL,RF,1,1.0,37,3.0,0.0,0.0,0.0,,,,,
fraleja01,2020,1,SEA,AL,LF,1,1.0,27,7.0,0.0,0.0,0.0,,,,,
fraleja01,2020,1,SEA,AL,RF,6,6.0,155,12.0,1.0,0.0,0.0,,,,,
fraleja01,2021,1,SEA,AL,CF,16,14.0,396,40.0,0.0,1.0,0.0,,,,,
fraleja01,2021,1,SEA,AL,LF,51,36.0,999,69.0,1.0,1.0,1.0,,,,,
fraleja01,2021,1,SEA,AL,RF,6,5.0,159,11.0,0.0,0.0,0.0,,,,,
fraleja01,2022,1,CIN,NL,CF,7,7.0,168,13.0,0.0,0.0,0.0,,,,,
fraleja01,2022,1,CIN,NL,LF,29,21.0,573,41.0,1.0,0.0,0.0,,,,,
fraleja01,2022,1,CIN,NL,RF,16,14.0,381,28.0,0.0,2.0,0.0,,,,,
fraleja01,2023,1,CIN,NL,LF,29,20.0,583,33.0,1.0,0.0,0.0,,,,,
fraleja01,2023,1,CIN,NL,RF,55,43.0,1176,104.0,2.0,1.0,0.0,,,,,
fraleja01,2024,1,CIN,NL,CF,2,0.0,9,0.0,0.0,0.0,0.0,,,,,
fraleja01,2024,1,CIN,NL,LF,5,3.0,93,8.0,0.0,0.0,0.0,,,,,
fraleja01,2024,1,CIN,NL,RF,97,88.0,2228,185.0,4.0,2.0,0.0,,,,,
fraleja01,2025,1,CIN,NL,LF,6,3.0,93,11.0,0.0,1.0,0.0,,,,,
fraleja01,2025,1,CIN,NL,RF,56,48.0,1222,105.0,4.0,2.0,0.0,,,,,
fraleja01,2025,2,ATL,NL,LF,1,1.0,29,4.0,0.0,0.0,0.0,,,,,
fraleja01,2025,2,ATL,NL,RF,6,3.0,102,10.0,0.0,0.0,0.0,,,,,
francbe01,2007,1,CLE,AL,LF,14,11.0,307,26.0,0.0,0.0,0.0,,,,,
francbe01,2007,1,CLE,AL,RF,5,3.0,84,6.0,0.0,0.0,0.0,,,,,
francbe01,2008,1,CLE,AL,CF,2,0.0,6,0.0,0.0,0.0,0.0,,,,,
francbe01,2008,1,CLE,AL,LF,83,71.0,1929,150.0,7.0,2.0,2.0,,,,,
francbe01,2008,1,CLE,AL,RF,32,27.0,690,46.0,5.0,2.0,1.0,,,,,
francbe01,2009,1,CLE,AL,CF,33,31.0,782,71.0,5.0,0.0,3.0,,,,,
francbe01,2009,1,CLE,AL,LF,51,43.0,1179,97.0,0.0,1.0,0.0,,,,,
francbe01,2009,1,CLE,AL,RF,12,8.0,222,15.0,0.0,0.0,0.0,,,,,
francbe01,2009,2,PHI,NL,CF,7,6.0,186,21.0,1.0,0.0,0.0,,,,,
francbe01,2009,2,PHI,NL,LF,10,8.0,214,19.0,0.0,0.0,0.0,,,,,
francbe01,2009,2,PHI,NL,RF,6,5.0,144,11.0,1.0,0.0,0.0,,,,,
francbe01,2010,1,PHI,NL,CF,2,1.0,39,2.0,0.0,0.0,0.0,,,,,
francbe01,2010,1,PHI,NL,LF,23,17.0,480,30.0,3.0,0.0,0.0,,,,,
francbe01,2010,1,PHI,NL,RF,20,10.0,341,28.0,0.0,0.0,0.0,,,,,
francbe01,2011,1,PHI,NL,LF,14,13.0,327,17.0,1.0,1.0,0.0,,,,,
francbe01,2011,1,PHI,NL,RF,55,49.0,1335,86.0,3.0,2.0,0.0,,,,,
francbe01,2012,1,TOR,AL,LF,5,2.0,57,1.0,0.0,0.0,0.0,,,,,
francbe01,2012,1,TOR,AL,RF,4,2.0,39,2.0,0.0,0.0,0.0,,,,,
francbe01,2012,2,HOU,NL,LF,12,6.0,201,13.0,0.0,1.0,0.0,,,,,
francbe01,2012,2,HOU,NL,RF,14,12.0,305,16.0,1.0,0.0,0.0,,,,,
francbe01,2012,3,TBA,AL,LF,7,4.0,99,4.0,0.0,0.0,0.0,,,,,
francbe01,2012,3,TBA,AL,RF,11,7.0,168,7.0,0.0,0.0,0.0,,,,,
francbe01,2013,1,NYA,AL,LF,3,0.0,18,3.0,0.0,0.0,0.0,,,,,
francbe01,2013,1,NYA,AL,RF,5,4.0,80,5.0,0.0,0.0,0.0,,,,,
francje02,2005,1,ATL,NL,RF,67,65.0,1767,131.0,13.0,5.0,3.0,,,,,
francje02,2006,1,ATL,NL,CF,2,0.0,9,1.0,0.0,0.0,0.0,,,,,
francje02,2006,1,ATL,NL,RF,162,162.0,4265,316.0,13.0,9.0,4.0,,,,,
francje02,2007,1,ATL,NL,RF,162,162.0,4322,327.0,19.0,5.0,2.0,,,,,
francje02,2008,1,ATL,NL,RF,152,151.0,3986,282.0,14.0,4.0,2.0,,,,,
francje02,2009,1,ATL,NL,RF,80,78.0,2103,157.0,6.0,0.0,0.0,,,,,
francje02,2009,2,NYN,NL,RF,74,74.0,1912,137.0,5.0,1.0,0.0,,,,,
francje02,2010,1,NYN,NL,RF,118,109.0,2946,221.0,11.0,3.0,5.0,,,,,
francje02,2010,2,TEX,AL,LF,2,0.0,36,1.0,0.0,1.0,0.0,,,,,
francje02,2010,2,TEX,AL,RF,13,10.0,264,19.0,0.0,0.0,0.0,,,,,
francje02,2011,1,KCA,AL,RF,153,152.0,4056,327.0,16.0,5.0,4.0,,,,,
francje02,2012,1,KCA,AL,CF,3,2.0,48,0.0,0.0,0.0,0.0,,,,,
francje02,2012,1,KCA,AL,RF,145,144.0,3850,242.0,19.0,4.0,3.0,,,,,
francje02,2013,1,KCA,AL,RF,54,49.0,1318,96.0,3.0,1.0,0.0,,,,,
francje02,2013,2,SFN,NL,CF,2,1.0,28,0.0,0.0,0.0,0.0,,,,,
francje02,2013,2,SFN,NL,LF,16,14.0,347,23.0,2.0,1.0,0.0,,,,,
francje02,2013,2,SFN,NL,RF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
francje02,2014,1,SDN,NL,RF,7,6.0,153,13.0,0.0,1.0,0.0,,,,,
francje02,2015,1,PHI,NL,LF,20,10.0,317,19.0,0.0,2.0,0.0,,,,,
francje02,2015,1,PHI,NL,RF,85,59.0,1659,131.0,5.0,5.0,1.0,,,,,
francje02,2016,1,ATL,NL,LF,53,44.0,1171,62.0,5.0,1.0,0.0,,,,,
francje02,2016,1,ATL,NL,RF,10,10.0,275,20.0,3.0,2.0,1.0,,,,,
francje02,2016,2,MIA,NL,LF,10,4.0,138,9.0,0.0,0.0,0.0,,,,,
francje02,2016,2,MIA,NL,RF,7,5.0,150,9.0,1.0,0.0,0.0,,,,,
francma01,2000,1,NYN,NL,LF,3,1.0,33,2.0,0.0,0.0,0.0,,,,,
francma01,2002,1,ATL,NL,LF,2,0.0,36,3.0,0.0,0.0,0.0,,,,,
francma01,2002,1,ATL,NL,RF,2,1.0,30,0.0,0.0,0.0,0.0,,,,,
francma01,2003,1,ATL,NL,LF,1,0.0,15,0.0,0.0,0.0,0.0,,,,,
francma01,2003,1,ATL,NL,RF,2,0.0,21,1.0,0.0,0.0,0.0,,,,,
frandke01,2007,1,SFN,NL,LF,10,3.0,121,8.0,1.0,0.0,0.0,,,,,
frandke01,2007,1,SFN,NL,RF,3,2.0,54,5.0,0.0,1.0,0.0,,,,,
frandke01,2010,1,LAA,AL,LF,1,0.0,3,0.0,0.0,1.0,0.0,,,,,
frandke01,2014,1,WAS,NL,LF,21,15.0,424,27.0,2.0,1.0,0.0,,,,,
frankni01,2014,1,SEA,AL,RF,2,1.0,33,2.0,0.0,0.0,0.0,,,,,
frankni01,2016,1,TBA,AL,LF,18,16.0,396,35.0,0.0,1.0,0.0,,,,,
frankni01,2016,1,TBA,AL,RF,7,5.0,147,10.0,0.0,0.0,0.0,,,,,
frankni01,2017,1,MIL,NL,LF,16,11.0,262,13.0,3.0,1.0,1.0,,,,,
frankni01,2017,1,MIL,NL,RF,2,2.0,33,2.0,0.0,0.0,0.0,,,,,
frankni01,2017,2,LAA,AL,LF,3,0.0,9,0.0,0.0,0.0,0.0,,,,,
fraziad01,2016,1,PIT,NL,CF,1,0.0,9,1.0,0.0,0.0,0.0,,,,,
fraziad01,2016,1,PIT,NL,LF,20,10.0,322,17.0,0.0,1.0,0.0,,,,,
fraziad01,2016,1,PIT,NL,RF,16,2.0,194,11.0,1.0,1.0,0.0,,,,,
