playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
matsuda01,2008,ALCS,BOS,AL,1,0,2,2,0,0,0,33,9,5,3,6,11,0.214,4.09,0.0,1.0,0.0,0.0,48.0,0.0,5,0.0,0.0,0.0
milletr02,2008,ALCS,TBA,AL,0,0,3,0,0,0,0,2,1,0,0,1,1,0.333,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0
okajihi01,2008,ALCS,BOS,AL,0,0,5,0,0,0,0,22,1,0,0,1,5,0.043,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0,0.0,0.0,0.0
papeljo01,2008,ALCS,BOS,AL,0,0,4,0,0,0,2,16,1,0,0,1,6,0.062,0.0,1.0,0.0,0.0,0.0,17.0,2.0,0,0.0,0.0,1.0
priceda01,2008,ALCS,TBA,AL,1,0,3,0,0,0,1,7,0,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0,0.0,0.0,0.0
shielja02,2008,ALCS,TBA,AL,0,2,2,2,0,0,0,39,15,5,2,5,9,0.294,3.46,0.0,0.0,0.0,0.0,57.0,0.0,6,0.0,1.0,1.0
sonnaan01,2008,ALCS,TBA,AL,1,0,1,1,0,0,0,22,6,3,1,1,2,0.214,3.68,0.0,0.0,0.0,0.0,29.0,0.0,4,0.0,0.0,1.0
timlimi01,2008,ALCS,BOS,AL,0,1,2,0,0,0,0,8,2,3,0,4,0,0.25,10.12,1.0,0.0,0.0,0.0,13.0,2.0,3,0.0,1.0,1.0
wakefti01,2008,ALCS,BOS,AL,0,1,1,1,0,0,0,8,6,5,3,2,2,0.429,16.88,0.0,0.0,0.0,0.0,16.0,0.0,5,0.0,0.0,0.0
wheelda01,2008,ALCS,TBA,AL,0,0,3,0,0,0,0,15,5,3,1,3,5,0.278,5.4,0.0,1.0,0.0,0.0,21.0,0.0,3,0.0,0.0,1.0
arredjo01,2008,ALDS1,LAA,AL,0,0,3,0,0,0,0,11,2,0,0,2,4,0.154,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0,0.0,0.0,0.0
beckejo02,2008,ALDS1,BOS,AL,0,0,1,1,0,0,0,15,9,4,2,4,6,0.375,7.2,0.0,0.0,0.0,0.0,28.0,0.0,4,0.0,0.0,0.0
delcama01,2008,ALDS1,BOS,AL,1,0,2,0,0,0,0,7,1,0,0,0,1,0.143,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0,0.0,0.0,0.0
lackejo01,2008,ALDS1,LAA,AL,0,1,2,2,0,0,0,41,11,4,1,4,6,0.212,2.63,0.0,0.0,1.0,0.0,57.0,0.0,4,0.0,0.0,2.0
lestejo01,2008,ALDS1,BOS,AL,1,0,2,2,0,0,0,42,10,0,0,3,11,0.189,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1,0.0,0.0,0.0
lopezja02,2008,ALDS1,BOS,AL,0,1,1,0,0,0,0,3,3,1,0,0,1,0.6,9.0,0.0,0.0,0.0,0.0,6.0,1.0,1,1.0,0.0,0.0
masteju01,2008,ALDS1,BOS,AL,0,0,4,0,0,0,0,12,6,1,0,3,3,0.4,2.25,0.0,0.0,0.0,0.0,19.0,0.0,2,1.0,0.0,0.0
matsuda01,2008,ALDS1,BOS,AL,0,0,1,1,0,0,0,15,8,3,0,3,5,0.348,5.4,0.0,0.0,0.0,0.0,26.0,0.0,3,0.0,0.0,0.0
okajihi01,2008,ALDS1,BOS,AL,0,0,3,0,0,0,0,8,3,2,0,1,0,0.273,6.75,0.0,0.0,0.0,0.0,12.0,0.0,2,0.0,0.0,0.0
oliveda02,2008,ALDS1,LAA,AL,0,0,2,0,0,0,0,4,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0
papeljo01,2008,ALDS1,BOS,AL,1,0,3,0,0,0,1,15,2,0,0,1,7,0.125,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0,0.0,1.0,0.0
rodrifr03,2008,ALDS1,LAA,AL,0,1,2,0,0,0,0,7,5,2,1,2,2,0.455,7.71,0.0,0.0,0.0,0.0,13.0,1.0,2,0.0,0.0,1.0
santaer01,2008,ALDS1,LAA,AL,0,0,1,1,0,0,0,16,8,5,1,0,3,0.308,8.44,0.0,0.0,0.0,0.0,26.0,0.0,5,0.0,0.0,0.0
saundjo01,2008,ALDS1,LAA,AL,0,0,1,1,0,0,0,14,5,4,0,4,2,0.278,7.71,0.0,0.0,1.0,0.0,23.0,0.0,4,0.0,0.0,1.0
shielsc01,2008,ALDS1,LAA,AL,0,1,4,0,0,0,0,17,6,3,0,1,7,0.273,4.76,0.0,0.0,0.0,0.0,24.0,1.0,3,1.0,0.0,0.0
weaveje02,2008,ALDS1,LAA,AL,1,0,1,0,0,0,0,6,1,0,0,1,3,0.143,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0,0.0,0.0,0.0
balfogr01,2008,ALDS2,TBA,AL,0,0,3,0,0,0,0,10,2,0,0,1,4,0.167,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0,0.0,0.0,0.0
bradfch01,2008,ALDS2,TBA,AL,0,0,2,0,0,0,0,9,1,0,0,0,2,0.125,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0,0.0,0.0,2.0
buehrma01,2008,ALDS2,CHA,AL,0,1,1,1,0,0,0,21,10,5,1,0,3,0.345,6.43,0.0,0.0,0.0,0.0,30.0,0.0,5,1.0,0.0,1.0
danksjo01,2008,ALDS2,CHA,AL,1,0,1,1,0,0,0,20,7,3,1,3,7,0.259,4.05,0.0,0.0,0.0,0.0,30.0,0.0,3,0.0,0.0,0.0
doteloc01,2008,ALDS2,CHA,AL,0,0,4,0,0,0,0,4,2,2,0,0,3,0.333,13.5,0.0,1.0,0.0,0.0,6.0,1.0,2,0.0,0.0,0.0
floydga01,2008,ALDS2,CHA,AL,0,1,1,1,0,0,0,9,5,4,2,2,4,0.357,12.0,0.0,0.0,0.0,0.0,16.0,0.0,4,0.0,0.0,0.0
garzama01,2008,ALDS2,TBA,AL,0,1,1,1,0,0,0,18,7,5,0,4,4,0.304,7.5,0.0,1.0,0.0,0.0,28.0,0.0,5,0.0,1.0,1.0
howeljp01,2008,ALDS2,TBA,AL,0,0,3,0,0,0,0,13,2,0,0,0,6,0.133,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0,0.0,0.0,0.0
jenksbo01,2008,ALDS2,CHA,AL,0,0,1,0,0,0,1,3,1,0,0,0,1,0.25,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0
kazmisc01,2008,ALDS2,TBA,AL,1,0,1,1,0,0,0,16,8,2,0,2,4,0.364,3.38,0.0,0.0,1.0,0.0,27.0,0.0,2,1.0,1.0,0.0
linebsc01,2008,ALDS2,CHA,AL,0,0,1,0,0,0,0,3,1,0,0,1,1,0.25,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0,0.0,0.0,0.0
milletr02,2008,ALDS2,TBA,AL,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0
richacl01,2008,ALDS2,CHA,AL,0,0,2,0,0,0,0,19,5,1,0,3,6,0.227,1.42,0.0,0.0,0.0,0.0,25.0,0.0,1,0.0,0.0,1.0
shielja02,2008,ALDS2,TBA,AL,1,0,1,1,0,0,0,19,6,3,1,1,4,0.261,4.26,0.0,0.0,1.0,0.0,26.0,0.0,3,1.0,0.0,0.0
sonnaan01,2008,ALDS2,TBA,AL,1,0,1,1,0,0,0,17,3,2,2,1,4,0.15,3.18,0.0,0.0,0.0,0.0,21.0,0.0,2,0.0,0.0,0.0
thornma01,2008,ALDS2,CHA,AL,0,0,3,0,0,0,0,10,2,0,0,2,2,0.167,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0,0.0,0.0,0.0
vazquja01,2008,ALDS2,CHA,AL,0,1,1,1,0,0,0,13,8,6,2,1,6,0.4,12.46,0.0,0.0,0.0,0.0,22.0,0.0,6,0.0,1.0,0.0
wheelda01,2008,ALDS2,TBA,AL,0,0,1,0,0,0,1,3,1,1,1,0,1,0.25,9.0,0.0,0.0,0.0,0.0,4.0,1.0,1,0.0,0.0,0.0
beimejo01,2008,NLCS,LAN,NL,0,0,3,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0
billich01,2008,NLCS,LAN,NL,0,2,2,2,0,0,0,15,12,10,1,7,9,0.462,18.0,2.0,1.0,0.0,0.0,33.0,0.0,11,0.0,0.0,1.0
blantjo01,2008,NLCS,PHI,NL,0,0,1,1,0,0,0,15,7,3,0,4,4,0.35,5.4,2.0,0.0,0.0,0.0,24.0,0.0,3,0.0,0.0,1.0
broxtjo01,2008,NLCS,LAN,NL,0,0,2,0,0,0,0,7,3,1,1,1,2,0.333,3.86,0.0,0.0,0.0,0.0,10.0,2.0,1,0.0,0.0,0.0
condrcl01,2008,NLCS,PHI,NL,0,0,1,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,1.0
durbich01,2008,NLCS,PHI,NL,0,0,3,0,0,0,0,6,3,1,1,2,2,0.333,4.5,0.0,0.0,1.0,0.0,12.0,0.0,2,0.0,0.0,0.0
eyresc01,2008,NLCS,PHI,NL,0,0,2,0,0,0,0,4,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0,1.0,0.0,0.0
hamelco01,2008,NLCS,PHI,NL,2,0,2,2,0,0,0,42,11,3,1,5,13,0.224,1.93,0.0,0.0,0.0,0.0,55.0,0.0,3,0.0,1.0,3.0
happja01,2008,NLCS,PHI,NL,0,0,1,0,0,0,0,9,4,1,0,2,2,0.364,3.0,0.0,0.0,0.0,0.0,13.0,0.0,1,0.0,0.0,0.0
kershcl01,2008,NLCS,LAN,NL,0,0,2,0,0,0,0,6,1,1,0,2,1,0.167,4.5,0.0,0.0,0.0,0.0,9.0,0.0,1,1.0,0.0,0.0
kuoho01,2008,NLCS,LAN,NL,0,0,3,0,0,0,0,9,2,1,0,0,3,0.2,3.0,0.0,0.0,0.0,0.0,10.0,2.0,1,0.0,0.0,1.0
kurodhi01,2008,NLCS,LAN,NL,1,0,1,1,0,0,0,18,5,2,0,1,3,0.227,3.0,0.0,0.0,0.0,0.0,23.0,0.0,2,0.0,0.0,0.0
lidgebr01,2008,NLCS,PHI,NL,0,0,4,0,0,0,3,13,2,0,0,2,6,0.125,0.0,0.0,1.0,0.0,0.0,18.0,4.0,0,0.0,0.0,0.0
lowede01,2008,NLCS,LAN,NL,0,1,2,2,0,0,0,31,12,4,2,2,6,0.286,3.48,0.0,0.0,0.0,0.0,44.0,0.0,5,0.0,0.0,2.0
maddugr01,2008,NLCS,LAN,NL,0,0,2,0,0,0,0,9,3,0,0,1,3,0.231,0.0,1.0,0.0,0.0,0.0,14.0,0.0,2,0.0,0.0,1.0
madsory01,2008,NLCS,PHI,NL,1,0,4,0,0,0,0,15,4,0,0,1,4,0.235,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0,1.0,0.0,0.0
mcdonja03,2008,NLCS,LAN,NL,0,0,2,0,0,0,0,16,3,0,0,2,7,0.158,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0,0.0,0.0,0.0
moyerja01,2008,NLCS,PHI,NL,0,1,1,1,0,0,0,4,6,6,1,0,2,0.6,40.5,0.0,0.0,1.0,0.0,11.0,0.0,6,0.0,0.0,0.0
myersbr01,2008,NLCS,PHI,NL,1,0,1,1,0,0,0,15,6,5,1,4,6,0.273,9.0,1.0,1.0,0.0,0.0,26.0,0.0,5,0.0,0.0,1.0
parkch01,2008,NLCS,LAN,NL,0,0,4,0,0,0,0,5,1,0,0,1,1,0.167,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0,0.0,0.0,0.0
romerjc01,2008,NLCS,PHI,NL,0,0,3,0,0,0,0,7,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0,0.0,0.0,1.0
wadeco01,2008,NLCS,LAN,NL,0,1,4,0,0,0,0,11,3,2,1,0,2,0.214,4.91,0.0,0.0,0.0,0.0,14.0,1.0,2,0.0,0.0,0.0
billich01,2008,NLDS1,LAN,NL,1,0,1,1,0,0,0,20,5,1,0,1,7,0.208,1.35,0.0,1.0,0.0,0.0,25.0,0.0,1,0.0,0.0,1.0
broxtjo01,2008,NLDS1,LAN,NL,0,0,3,0,0,0,1,10,0,0,0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0,0.0,0.0,0.0
cottsne01,2008,NLDS1,CHN,NL,0,0,2,0,0,0,0,5,1,0,0,1,3,0.167,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0,0.0,0.0,0.0
dempsry01,2008,NLDS1,CHN,NL,0,1,1,1,0,0,0,14,4,4,1,7,2,0.235,7.71,0.0,0.0,0.0,0.0,24.0,0.0,4,0.0,0.0,1.0
harderi01,2008,NLDS1,CHN,NL,0,1,1,1,0,0,0,13,5,3,0,3,4,0.278,6.23,2.0,0.0,0.0,0.0,21.0,0.0,3,0.0,0.0,0.0
kurodhi01,2008,NLDS1,LAN,NL,1,0,1,1,0,0,0,19,6,0,0,2,4,0.24,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0,0.0,0.0,0.0
lowede01,2008,NLDS1,LAN,NL,1,0,1,1,0,0,0,18,7,2,1,1,6,0.292,3.0,0.0,0.0,0.0,0.0,25.0,0.0,2,0.0,0.0,2.0
maddugr01,2008,NLDS1,LAN,NL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0
marmoca01,2008,NLDS1,CHN,NL,0,0,2,0,0,0,0,8,3,2,0,0,3,0.3,6.75,0.0,0.0,0.0,0.0,11.0,0.0,2,1.0,0.0,0.0
marquja01,2008,NLDS1,CHN,NL,0,0,1,0,0,0,0,3,1,1,1,0,1,0.25,9.0,0.0,0.0,0.0,0.0,4.0,1.0,1,0.0,0.0,0.0
marshse01,2008,NLDS1,CHN,NL,0,0,2,0,0,0,0,10,2,1,1,1,5,0.167,2.7,0.0,0.0,0.0,0.0,13.0,0.0,1,0.0,0.0,0.0
saitota01,2008,NLDS1,LAN,NL,0,0,1,0,0,0,0,0,3,2,0,0,0,1.0,,0.0,0.0,0.0,0.0,3.0,0.0,2,0.0,0.0,0.0
samarje01,2008,NLDS1,CHN,NL,0,0,1,0,0,0,0,3,2,1,0,0,0,0.5,9.0,0.0,0.0,0.0,0.0,4.0,0.0,1,0.0,0.0,1.0
wadeco01,2008,NLDS1,LAN,NL,0,0,3,0,0,0,0,11,3,1,0,0,2,0.214,2.45,0.0,1.0,0.0,0.0,14.0,0.0,1,0.0,0.0,0.0
woodke02,2008,NLDS1,CHN,NL,0,0,1,0,0,0,0,3,2,0,0,0,0,0.333,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1,0.0,0.0,0.0
zambrca01,2008,NLDS1,CHN,NL,0,1,1,1,0,0,0,19,6,3,1,2,7,0.222,4.26,0.0,0.0,1.0,0.0,30.0,0.0,7,0.0,0.0,1.0
blantjo01,2008,NLDS2,PHI,NL,1,0,1,1,0,0,0,18,5,1,1,0,7,0.217,1.5,0.0,0.0,0.0,0.0,23.0,0.0,1,0.0,0.0,0.0
bushda01,2008,NLDS2,MIL,NL,1,0,1,1,0,0,0,16,5,1,0,0,3,0.238,1.69,0.0,0.0,0.0,0.0,21.0,0.0,1,0.0,0.0,0.0
condrcl01,2008,NLDS2,PHI,NL,0,0,1,0,0,0,0,3,1,1,0,2,1,0.333,9.0,1.0,0.0,1.0,0.0,7.0,0.0,1,0.0,1.0,0.0
durbich01,2008,NLDS2,PHI,NL,0,0,1,0,0,0,0,2,3,0,0,0,1,0.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0
eyresc01,2008,NLDS2,PHI,NL,0,0,1,0,0,0,0,3,3,1,0,0,1,0.6,9.0,0.0,0.0,0.0,0.0,6.0,0.0,1,1.0,0.0,0.0
gagneer01,2008,NLDS2,MIL,NL,0,0,2,0,0,0,0,6,1,0,0,0,1,0.143,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,0.0,0.0,0.0
gallayo01,2008,NLDS2,MIL,NL,0,1,2,1,0,0,0,21,4,0,0,5,4,0.167,0.0,1.0,0.0,0.0,0.0,30.0,0.0,3,1.0,0.0,1.0
hamelco01,2008,NLDS2,PHI,NL,1,0,1,1,0,0,0,24,2,0,0,1,9,0.077,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0,0.0,0.0,0.0
lidgebr01,2008,NLDS2,PHI,NL,0,0,3,0,0,0,2,9,3,1,0,1,4,0.25,3.0,0.0,1.0,0.0,0.0,13.0,3.0,1,0.0,0.0,0.0
madsory01,2008,NLDS2,PHI,NL,0,0,3,0,0,0,0,12,3,1,0,0,2,0.188,2.25,0.0,0.0,0.0,0.0,16.0,1.0,1,0.0,0.0,0.0
mccluse01,2008,NLDS2,MIL,NL,0,0,1,0,0,0,0,6,2,0,0,3,1,0.25,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0,0.0,0.0,0.0
motagu01,2008,NLDS2,MIL,NL,0,0,2,0,0,0,0,5,2,1,1,0,0,0.333,5.4,0.0,0.0,0.0,0.0,6.0,2.0,1,0.0,0.0,1.0
moyerja01,2008,NLDS2,PHI,NL,0,1,1,1,0,0,0,12,4,2,0,3,3,0.308,4.5,0.0,1.0,0.0,0.0,18.0,0.0,2,1.0,1.0,0.0
myersbr01,2008,NLDS2,PHI,NL,1,0,1,1,0,0,0,21,2,2,0,3,4,0.091,2.57,1.0,0.0,1.0,0.0,26.0,0.0,2,0.0,0.0,1.0
parrama01,2008,NLDS2,MIL,NL,0,0,2,0,0,0,0,7,2,0,0,1,3,0.25,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0.0,0.0,1.0
romerjc01,2008,NLDS2,PHI,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0
sabatcc01,2008,NLDS2,MIL,NL,0,1,1,1,0,0,0,11,6,5,1,4,5,0.353,12.27,1.0,0.0,0.0,0.0,21.0,0.0,5,0.0,0.0,0.0
stettmi01,2008,NLDS2,MIL,NL,0,0,3,0,0,0,0,4,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0
suppaje01,2008,NLDS2,MIL,NL,0,1,1,1,0,0,0,9,6,5,3,2,3,0.429,15.0,1.0,1.0,0.0,0.0,16.0,0.0,5,0.0,0.0,1.0
torresa01,2008,NLDS2,MIL,NL,0,0,2,0,0,0,1,6,4,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0,0.0,0.0,0.0
villaca01,2008,NLDS2,MIL,NL,0,0,2,0,0,0,0,11,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0,0.0,0.0,0.0
balfogr01,2008,WS,TBA,AL,0,0,3,0,0,0,0,9,4,1,0,3,2,0.333,3.0,3.0,1.0,0.0,0.0,16.0,1.0,1,1.0,0.0,0.0
blantjo01,2008,WS,PHI,NL,1,0,1,1,0,0,0,18,4,2,2,2,7,0.182,3.0,0.0,0.0,1.0,0.0,25.0,0.0,2,0.0,0.0,0.0
bradfch01,2008,WS,TBA,AL,0,0,2,0,0,0,0,6,1,0,0,1,0,0.143,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,0.0,0.0,0.0
durbich01,2008,WS,PHI,NL,0,0,2,0,0,0,0,2,1,0,0,1,0,0.333,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0
eyresc01,2008,WS,PHI,NL,0,0,2,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0
garzama01,2008,WS,TBA,AL,0,0,1,1,0,0,0,18,6,4,3,2,7,0.261,6.0,0.0,1.0,0.0,0.0,25.0,0.0,4,0.0,0.0,0.0
hamelco01,2008,WS,PHI,NL,1,0,2,2,0,0,0,39,10,4,1,3,8,0.217,2.77,0.0,0.0,0.0,0.0,49.0,0.0,4,0.0,0.0,4.0
howeljp01,2008,WS,TBA,AL,0,2,3,0,0,0,0,7,2,2,0,1,5,0.25,7.71,0.0,1.0,1.0,0.0,10.0,0.0,2,0.0,0.0,0.0
jacksed01,2008,WS,TBA,AL,0,0,1,0,0,0,0,6,2,1,1,1,1,0.286,4.5,1.0,0.0,0.0,0.0,8.0,0.0,1,0.0,0.0,1.0
kazmisc01,2008,WS,TBA,AL,0,1,2,2,0,0,0,30,10,5,1,10,9,0.25,4.5,0.0,0.0,1.0,0.0,51.0,0.0,5,0.0,0.0,0.0
lidgebr01,2008,WS,PHI,NL,0,0,2,0,0,0,2,6,1,0,0,0,3,0.143,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0,0.0,0.0,0.0
madsory01,2008,WS,PHI,NL,0,0,4,0,0,0,0,11,3,2,1,0,6,0.231,4.91,0.0,0.0,0.0,0.0,14.0,0.0,2,1.0,0.0,0.0
milletr02,2008,WS,TBA,AL,0,0,2,0,0,0,0,3,1,2,1,1,1,0.25,18.0,0.0,0.0,0.0,0.0,5.0,1.0,2,0.0,0.0,0.0
moyerja01,2008,WS,PHI,NL,0,0,1,1,0,0,0,19,5,3,0,1,5,0.217,4.26,0.0,0.0,0.0,0.0,25.0,0.0,3,0.0,1.0,0.0
myersbr01,2008,WS,PHI,NL,0,1,1,1,0,0,0,21,7,3,0,3,2,0.28,3.86,0.0,0.0,0.0,0.0,29.0,0.0,4,1.0,0.0,1.0
priceda01,2008,WS,TBA,AL,0,0,2,0,0,0,0,10,2,1,1,2,4,0.154,2.7,0.0,0.0,0.0,0.0,15.0,2.0,2,0.0,0.0,0.0
romerjc01,2008,WS,PHI,NL,2,0,4,0,0,0,0,14,2,0,0,0,4,0.133,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0,0.0,0.0,1.0
shielja02,2008,WS,TBA,AL,1,0,1,1,0,0,0,17,7,0,0,2,4,0.304,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0,0.0,0.0,0.0
sonnaan01,2008,WS,TBA,AL,0,1,1,1,0,0,0,12,6,3,1,3,2,0.286,6.75,0.0,0.0,0.0,0.0,24.0,0.0,5,0.0,0.0,0.0
wheelda01,2008,WS,TBA,AL,0,0,3,0,0,0,0,8,3,2,1,1,3,0.3,6.75,0.0,0.0,0.0,0.0,11.0,1.0,2,0.0,0.0,0.0
aceveal01,2009,ALCS,NYA,AL,0,1,2,0,0,0,0,4,3,2,0,2,0,0.6,13.5,1.0,0.0,0.0,0.0,8.0,1.0,2,1.0,0.0,1.0
bulgeja01,2009,ALCS,LAA,AL,0,0,3,0,0,0,0,7,1,1,1,3,4,0.125,3.86,0.0,1.0,1.0,0.0,12.0,0.0,1,0.0,0.0,0.0
burneaj01,2009,ALCS,NYA,AL,0,0,2,2,0,0,0,37,11,8,0,5,7,0.234,5.84,0.0,2.0,2.0,0.0,54.0,0.0,8,0.0,0.0,2.0
chambjo03,2009,ALCS,NYA,AL,0,0,4,0,0,0,0,5,5,1,0,0,2,0.556,5.4,0.0,0.0,0.0,0.0,10.0,0.0,1,0.0,1.0,0.0
cokeph01,2009,ALCS,NYA,AL,0,0,2,0,0,0,0,2,1,0,0,1,1,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0
fuentbr01,2009,ALCS,LAA,AL,0,0,3,0,0,0,1,9,1,1,1,3,3,0.1,3.0,2.0,0.0,1.0,0.0,14.0,1.0,1,0.0,0.0,0.0
gaudich01,2009,ALCS,NYA,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0,0.0,0.0,0.0
hugheph01,2009,ALCS,NYA,AL,0,1,3,0,0,0,0,8,4,1,0,1,3,0.308,3.38,0.0,0.0,0.0,0.0,14.0,0.0,1,0.0,0.0,0.0
jepseke01,2009,ALCS,LAA,AL,1,0,3,0,0,0,0,11,5,1,1,2,2,0.333,2.45,0.0,0.0,0.0,0.0,17.0,0.0,1,0.0,0.0,0.0
kazmisc01,2009,ALCS,LAA,AL,0,1,2,1,0,0,0,14,6,4,0,5,3,0.333,7.71,0.0,1.0,0.0,0.0,26.0,0.0,5,2.0,1.0,0.0
lackejo01,2009,ALCS,LAA,AL,0,1,2,2,0,0,0,37,15,5,0,6,10,0.3,3.65,0.0,0.0,0.0,0.0,57.0,0.0,7,0.0,1.0,0.0
marteda01,2009,ALCS,NYA,AL,0,0,3,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1.0,0.0,0.0
oliveda02,2009,ALCS,LAA,AL,0,0,5,0,0,0,0,19,6,3,0,4,6,0.261,4.26,2.0,0.0,0.0,0.0,27.0,0.0,3,0.0,0.0,2.0
palmema01,2009,ALCS,LAA,AL,0,0,2,0,0,0,0,8,5,4,1,1,2,0.385,13.5,0.0,0.0,0.0,0.0,14.0,2.0,4,0.0,0.0,0.0
pettian01,2009,ALCS,NYA,AL,1,0,2,2,0,0,0,38,14,4,2,2,8,0.298,2.84,0.0,0.0,0.0,0.0,49.0,0.0,4,0.0,0.0,3.0
riverma01,2009,ALCS,NYA,AL,0,0,5,0,0,0,2,21,3,1,0,2,4,0.125,1.29,1.0,0.0,0.0,0.0,27.0,3.0,1,1.0,0.0,0.0
roberda08,2009,ALCS,NYA,AL,1,0,2,0,0,0,0,6,1,0,0,2,1,0.143,0.0,2.0,0.0,0.0,0.0,10.0,1.0,0,1.0,0.0,0.0
sabatcc01,2009,ALCS,NYA,AL,2,0,2,2,0,0,0,48,9,2,1,3,12,0.161,1.12,0.0,0.0,0.0,0.0,59.0,0.0,2,0.0,0.0,1.0
santaer01,2009,ALCS,LAA,AL,1,1,4,0,0,0,0,17,5,1,0,4,5,0.25,1.59,1.0,0.0,1.0,0.0,26.0,2.0,3,1.0,0.0,1.0
saundjo01,2009,ALCS,LAA,AL,0,1,2,2,0,0,0,31,13,5,1,6,5,0.317,4.35,0.0,0.0,0.0,0.0,48.0,0.0,5,1.0,0.0,3.0
weaveje02,2009,ALCS,LAA,AL,0,0,3,1,0,0,0,19,5,3,3,4,7,0.208,4.26,0.0,0.0,0.0,0.0,28.0,1.0,3,0.0,0.0,0.0
aceveal01,2009,ALDS1,NYA,AL,0,0,1,0,0,0,0,3,1,0,0,1,1,0.25,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0
blackni01,2009,ALDS1,MIN,AL,0,0,1,1,0,0,0,17,3,1,0,2,3,0.15,1.59,0.0,0.0,0.0,0.0,22.0,0.0,1,0.0,0.0,0.0
burneaj01,2009,ALDS1,NYA,AL,0,0,1,1,0,0,0,18,3,1,0,5,6,0.15,1.5,0.0,0.0,2.0,0.0,27.0,0.0,1,0.0,0.0,0.0
chambjo03,2009,ALDS1,NYA,AL,0,0,3,0,0,0,0,5,2,0,0,0,1,0.286,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,0.0,0.0,0.0
cokeph01,2009,ALDS1,NYA,AL,0,0,2,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0
