playerID,awardID,yearID,lgID,tie,notes
custja01,Player of the Week,2008,AL,,Week of 2008-05-03
dahlda01,Player of the Week,2018,NL,,Week of 2018-09-29
dalbebo01,Rookie of the Month,2021,AL,,August
damicje02,Pitcher of the Month,2000,NL,,July
damonjo01,Player of the Month,2000,AL,,July
damonjo01,Player of the Week,2006,AL,,Week of 2006-08-19
damonjo01,Player of the Week,2009,AL,,Week of 2009-05-09
damonjo01,Player of the Week,2011,AL,Y,Week of 2011-04-17
damonjo01,This Year in Baseball Oddity of the Year,2008,ML,,MLB.com GIBBY
damonjo01,This Year in Baseball Postseason Moment of the Year,2009,ML,,MLB.com GIBBY
damonjo01,TSN All-Star,2005,AL,,OF
darnatr01,Silver Slugger,2020,NL,,C
darviyu01,All-MLB Team - First Team,2020,ML,,SP
darviyu01,Pitcher of the Month,2020,NL,,August
darviyu01,Pitcher of the Month,2022,NL,,September
darviyu01,Player of the Week,2022,NL,,Week of 2022-09-17
darviyu01,Rookie of the Month,2012,AL,,April
davisch02,Player of the Month,2013,AL,,April
davisch02,Player of the Week,2012,AL,Y,Week of 2012-09-28
davisch02,Player of the Week,2013,AL,,Week of 2013-04-07
davisch02,Player of the Week,2013,AL,,Week of 2013-06-02
davisch02,Player of the Week,2016,AL,,Week of 2016-06-11
davisch02,Rookie of the Month,2008,AL,,July
davisch02,Silver Slugger,2013,AL,,1B
davisch02,This Year in Baseball Breakout Hitter of the Year,2013,ML,,MLB.com GIBBY
daviser01,MLB Players Choice Man of the Year,2000,ML,,
daviskh01,Outstanding DH Award,2018,ML,,
daviskh01,Player of the Week,2016,AL,Y,Week of 2016-09-17
daviswa01,Babe Ruth Award,2015,AL,,
daviswa01,Rookie of the Month,2010,AL,,July
daviswa01,This Year in Baseball Best Major Leaguer - Postseason,2015,ML,,Esurance
daviswa01,This Year in Baseball Setup Man of the Year,2014,ML,,MLB.com GIBBY
dawsoan01,MLB Players Curt Flood Award,2020,ML,,
deazaal01,Player of the Week,2013,AL,,Week of 2013-07-12
degroja01,All-MLB Team - First Team,2019,ML,,SP
degroja01,All-MLB Team - First Team,2020,ML,,SP
degroja01,Comeback Player of the Year,2025,AL,,
degroja01,Cy Young Award,2018,NL,,
degroja01,Cy Young Award,2019,NL,,
degroja01,MLB Players Choice Outstanding Pitcher,2018,NL,,
degroja01,MLB Players Choice Outstanding Pitcher,2019,NL,,
degroja01,MLB Players Choice Outstanding Rookie,2014,NL,,
degroja01,Pitcher of the Month,2021,NL,,April
degroja01,Pitcher of the Month,2021,NL,,June
degroja01,Player of the Week,2014,NL,Y,Week of 2014-07-27
degroja01,Player of the Week,2015,NL,Y,Week of 2015-06-07
degroja01,Player of the Week,2017,NL,,Week of 2017-06-17
degroja01,Rookie of the Month,2014,NL,,July
degroja01,Rookie of the Month,2014,NL,,September
degroja01,Rookie of the Year,2014,NL,,
degroja01,TSN All-Star,2018,NL,,SP
degroja01,TSN All-Star,2019,NL,,SP
degroja01,TSN All-Star,2020,NL,,SP
degroja01,TSN Comeback Player of the Year,2025,AL,,
degroja01,TSN Pitcher of the Year,2018,NL,,
degroja01,TSN Pitcher of the Year,2019,NL,,
degroja01,TSN Pitcher of the Year,2020,NL,,
degroja01,TSN Rookie of the Year,2014,NL,,
dejeami01,Player of the Week,2003,NL,,Week of 2003-05-31
dejesda01,Player of the Week,2005,AL,Y,Week of 2005-07-16
dejonpa01,Rookie of the Month,2017,NL,,July
delacel01,Player of the Week,2023,NL,,Week of 2023-06-24
delgaca01,Hank Aaron Award,2000,AL,,1B
delgaca01,MLB Players Choice Outstanding Player,2000,AL,,
delgaca01,MLB Players Choice Player of the Year,2000,ML,,
delgaca01,Player of the Week,2000,AL,,Week of 2000-06-10
delgaca01,Player of the Week,2000,AL,Y,Week of 2000-04-22
delgaca01,Player of the Week,2000,AL,Y,Week of 2000-07-08
delgaca01,Player of the Week,2001,AL,Y,Week of 2001-04-07
delgaca01,Player of the Week,2002,AL,,Week of 2002-09-28
delgaca01,Player of the Week,2003,AL,,Week of 2003-09-27
delgaca01,Player of the Week,2004,AL,,Week of 2004-09-04
delgaca01,Roberto Clemente Award,2006,ML,,
delgaca01,Silver Slugger,2000,AL,,1B
delgaca01,Silver Slugger,2003,AL,,1B
delgaca01,TSN All-Star,2000,AL,,1B
delgaca01,TSN All-Star,2003,AL,,1B
delgaca01,TSN Major League Player of the Year,2000,ML,,
dempsry01,Player of the Week,2001,NL,,Week of 2001-07-07
dempsry01,Player of the Week,2012,NL,Y,Week of 2012-06-10
dempsry01,Reliever of the Month,2005,ML,,September
derosma01,Player of the Week,2006,AL,,Week of 2006-08-12
deshide02,Rookie of the Month,2015,AL,,May
desmoia01,Silver Slugger,2012,NL,,SS
desmoia01,Silver Slugger,2013,NL,,SS
desmoia01,Silver Slugger,2014,NL,,SS
detmere01,Player of the Week,2022,AL,,Week of 2022-05-14
deverra01,All-MLB Team - Second Team,2021,ML,,3B
deverra01,Player of the Month,2019,AL,,May
deverra01,Player of the Week,2019,AL,,Week of 2019-08-17
deverra01,Player of the Week,2023,AL,,Week of 2023-09-16
deverra01,Player of the Week,2025,AL,,Week of 2025-05-10
deverra01,Silver Slugger,2021,AL,,3B
deverra01,Silver Slugger,2023,AL,,3B
dewitbl01,Rookie of the Month,2008,NL,,May
diazed04,All-MLB Team - First Team,2022,ML,,RP
diazed04,All-MLB Team - Second Team,2025,ML,,RP
diazed04,Reliever of the Month,2017,AL,,July
diazed04,Reliever of the Month,2018,AL,,April
diazed04,Reliever of the Month,2018,AL,,August
diazed04,Reliever of the Month,2018,AL,,July
diazed04,Reliever of the Month,2018,AL,,June
diazed04,Reliever of the Month,2022,NL,,August
diazed04,Reliever of the Month,2022,NL,,July
diazed04,Reliever of the Month,2022,NL,,June
diazed04,Reliever of the Month,2025,NL,,July
diazed04,Reliever of the Month,2025,NL,,May
diazed04,Reliever of the Year Award,2018,AL,,
diazed04,Reliever of the Year Award,2022,NL,,
diazed04,Reliever of the Year Award,2025,NL,,
diazed04,TSN All-Star,2018,AL,,RP
diazed04,TSN All-Star,2022,NL,,RP
diazed04,TSN All-Star,2025,NL,,RP
diazed04,TSN Reliever of the Year,2018,AL,,
diazed04,TSN Reliever of the Year,2022,NL,,
diazel01,All-Star Game MVP,2023,NL,,
diazya01,Player of the Week,2025,AL,,Week of 2025-09-20
diazya01,Silver Slugger,2023,AL,,1B
diazya01,TSN All-Star,2023,AL,,1B
dickeco01,Gold Glove,2018,NL,,LF
dickeco01,Player of the Week,2014,NL,,Week of 2014-08-17
dickera01,Branch Rickey Award,2012,ML,,
dickera01,Cy Young Award,2012,NL,,
dickera01,Gold Glove,2013,AL,,P
dickera01,MLB Players Choice Outstanding Pitcher,2012,NL,,
dickera01,Pitcher of the Month,2012,NL,,June
dickera01,Player of the Week,2012,NL,,Week of 2012-05-28
dickera01,This Year in Baseball Breakout Pitcher of the Year,2012,ML,,MLB.com GIBBY
dickera01,This Year in Baseball Starter of the Year,2012,ML,,MLB.com GIBBY
dickera01,TSN Pitcher of the Year,2012,NL,,
diekmja01,Hutch Award,2017,ML,,
dingldi01,Gold Glove,2025,AL,,C
donaljo02,Comeback Player of the Year,2019,NL,,
donaljo02,Hank Aaron Award,2015,AL,,
donaljo02,MLB Players Choice Comeback Player,2019,NL,,
donaljo02,MLB Players Choice Outstanding Player,2015,AL,,
donaljo02,MLB Players Choice Player of the Year,2015,ML,,
donaljo02,Most Valuable Player,2015,AL,,
donaljo02,Player of the Month,2013,AL,,September
donaljo02,Player of the Week,2013,AL,,Week of 2013-04-28
donaljo02,Player of the Week,2015,AL,,Week of 2015-05-31
donaljo02,Player of the Week,2015,AL,Y,Week of 2015-08-09
donaljo02,Player of the Week,2016,AL,,Week of 2016-06-18
donaljo02,Silver Slugger,2015,AL,,3B
donaljo02,Silver Slugger,2016,AL,,3B
donaljo02,This Year in Baseball Best Play - Defense,2015,ML,,Esurance
donaljo02,TSN All-Star,2016,AL,,3B
donaljo02,TSN Comeback Player of the Year,2019,NL,,
donaljo02,TSN Major League Player of the Year,2015,ML,,
donnebr01,This Year in Baseball Setup Man of the Year,2003,ML,,MLB.com GIBBY
donovbr01,Gold Glove,2022,NL,,UT
doolise01,Bob Feller Act of Valor Award - MLB Player,2018,ML,,
doolise01,Reliever of the Month,2017,NL,,September
doumiry01,Player of the Week,2008,NL,Y,Week of 2008-06-14
dovalca01,Reliever of the Month,2021,NL,,September
dovalca01,Reliever of the Month,2022,NL,,September
dovalca01,Reliever of the Month,2023,NL,,May
doylebr02,Gold Glove,2023,NL,,OF
doylebr02,Gold Glove,2024,NL,,CF
doylebr02,Player of the Month,2024,NL,,July
doylebr02,Player of the Week,2024,NL,,Week of 2024-07-06
doziebr01,Gold Glove,2017,AL,,2B
dresery01,Rookie of the Month,2002,AL,,May
drewjd01,All-Star Game MVP,2008,ML,,
drewjd01,Player of the Month,2008,AL,,June
drewjd01,This Year in Baseball Postseason Moment of the Year,2007,ML,,MLB.com GIBBY
drewjd01,TSN All-Star,2004,NL,,OF
drurybr01,Player of the Week,2016,NL,Y,Week of 2016-09-17
drurybr01,Silver Slugger,2022,NL,,UT
drurybr01,TSN Comeback Player of the Year,2022,NL,,
dubonma01,Gold Glove,2023,AL,,UT
dubonma01,Gold Glove,2025,AL,,UT
dudalu01,Player of the Week,2015,NL,Y,Week of 2015-08-02
dukeza01,Rookie of the Month,2005,NL,,August
dukeza01,Rookie of the Month,2005,NL,,July
duncach01,Player of the Week,2006,NL,Y,Week of 2006-08-19
duncach01,Rookie of the Month,2006,NL,,August
dunnad01,MLB Players Choice Comeback Player,2012,AL,,
dunnad01,Player of the Month,2005,NL,,July
dunnad01,Player of the Week,2002,NL,,Week of 2002-05-11
dunnad01,Player of the Week,2007,NL,,Week of 2007-06-16
dunnad01,TSN Comeback Player of the Year,2012,AL,,
duranja01,All-MLB Team - Second Team,2024,ML,,OF
duranja01,All-Star Game MVP,2024,AL,,
duranja01,TSN All-Star,2024,AL,,OF
duranjh01,All-MLB Team - First Team,2025,ML,,RP
duranjh01,Reliever of the Month,2025,AL,,May
durazer01,Player of the Week,2004,AL,Y,Week of 2004-06-12
durhara01,Player of the Week,2001,AL,,Week of 2001-05-26
duvalad01,Gold Glove,2021,NL,,CF
duvalad01,Player of the Week,2023,AL,,Week of 2023-08-26
duvalad01,Player of the Week,2023,AL,,Week of 2023-04-01
dyeje01,Babe Ruth Award,2005,AL,,OF
dyeje01,Gold Glove,2000,AL,,OF
dyeje01,MLB Players Choice Outstanding Player,2006,AL,,
dyeje01,Player of the Month,2000,AL,,April
dyeje01,Player of the Month,2001,AL,,August
dyeje01,Player of the Week,2000,AL,,Week of 2000-04-29
dyeje01,Player of the Week,2006,AL,,Week of 2006-07-08
dyeje01,Player of the Week,2006,AL,,Week of 2006-08-26
dyeje01,Player of the Week,2008,AL,,Week of 2008-06-21
dyeje01,Player of the Week,2009,AL,Y,Week of 2009-06-27
dyeje01,Silver Slugger,2006,AL,,OF
dyeje01,TSN All-Star,2006,AL,,OF
dyeje01,World Series MVP,2005,ML,,
eatonad02,Player of the Week,2015,AL,Y,Week of 2015-08-02
eatonad02,Player of the Week,2018,NL,,Week of 2018-03-31
eckstda01,Babe Ruth Award,2006,AL,,SS
eckstda01,World Series MVP,2006,ML,,
edmanto01,Gold Glove,2021,NL,,2B
edmanto01,NLCS MVP,2024,NL,,
edmanto01,Player of the Week,2021,NL,,Week of 2021-08-28
edmonji01,Gold Glove,2000,NL,,OF
edmonji01,Gold Glove,2001,NL,,OF
edmonji01,Gold Glove,2002,NL,,OF
edmonji01,Gold Glove,2003,NL,,OF
edmonji01,Gold Glove,2004,NL,,OF
edmonji01,Gold Glove,2005,NL,,OF
edmonji01,Player of the Month,2004,NL,,July
edmonji01,Player of the Week,2003,NL,,Week of 2003-04-12
edmonji01,Player of the Week,2003,NL,,Week of 2003-06-28
edmonji01,Player of the Week,2004,NL,,Week of 2004-09-04
edmonji01,Player of the Week,2004,NL,Y,Week of 2004-07-31
edmonji01,Silver Slugger,2004,NL,,OF
edmonji01,This Year in Baseball Defensive Player of the Year,2003,ML,,MLB.com GIBBY
edmonji01,This Year in Baseball Defensive Player of the Year,2004,ML,,MLB.com GIBBY
edmonji01,TSN All-Star,2004,NL,,OF
elartsc01,Player of the Week,2000,NL,Y,Week of 2000-08-05
eldreca01,Pitcher of the Month,2000,AL,,June
ellisma01,Player of the Week,2009,AL,,Week of 2009-08-16
ellsbja01,Comeback Player of the Year,2011,AL,,
ellsbja01,Gold Glove,2011,AL,,CF
ellsbja01,MLB Players Choice Comeback Player,2011,AL,,
ellsbja01,Player of the Week,2011,AL,,Week of 2011-06-12
ellsbja01,Player of the Week,2014,AL,,Week of 2014-09-01
ellsbja01,Rookie of the Month,2007,AL,,September
ellsbja01,Silver Slugger,2011,AL,,OF
ellsbja01,This Year in Baseball Defensive Player of the Year,2009,ML,,MLB.com GIBBY
ellsbja01,TSN Comeback Player of the Year,2011,AL,,
encared01,Player of the Month,2014,AL,,May
encared01,Player of the Month,2015,AL,,August
encared01,Player of the Week,2006,NL,,Week of 2006-08-12
encared01,Player of the Week,2010,AL,,Week of 2010-10-03
encared01,Player of the Week,2013,AL,,Week of 2013-07-28
encared01,Player of the Week,2014,AL,,Week of 2014-05-11
encared01,Player of the Week,2015,AL,,Week of 2015-08-30
encared01,Player of the Week,2018,AL,,Week of 2018-06-02
ensbemo01,Player of the Week,2003,NL,,Week of 2003-06-07
ensbemo01,Player of the Week,2005,NL,,Week of 2005-07-02
ensbemo01,Silver Slugger,2005,NL,,3B
ensbemo01,TSN All-Star,2005,NL,,3B
eovalna01,All-MLB Team - Second Team,2023,ML,,SP
eovalna01,Pitcher of the Month,2023,AL,,May
eovalna01,Pitcher of the Month,2025,AL,,July
erstada01,Gold Glove,2000,AL,,OF
erstada01,Gold Glove,2002,AL,,OF
erstada01,Gold Glove,2004,AL,,1B
erstada01,Player of the Week,2000,AL,,Week of 2000-05-27
erstada01,Player of the Week,2000,AL,Y,Week of 2000-07-08
erstada01,Silver Slugger,2000,AL,,OF
erstada01,TSN All-Star,2000,AL,,OF
escobal02,ALCS MVP,2015,AL,,
escobal02,Gold Glove,2015,AL,,SS
escobed01,Player of the Month,2022,NL,Y,September
escobed01,Player of the Week,2018,AL,,Week of 2018-06-09
escobed01,Player of the Week,2019,NL,,Week of 2019-04-27
escobke01,Player of the Week,2001,AL,Y,Week of 2001-08-25
escobyu01,Player of the Week,2009,NL,,Week of 2009-07-18
espinda01,Player of the Week,2016,NL,,Week of 2016-07-02
estevca01,Reliever of the Month,2024,AL,,June
estrajo01,Silver Slugger,2004,NL,,C
estrajo01,TSN All-Star,2004,NL,,C
ethiean01,Gold Glove,2011,NL,,RF
ethiean01,Player of the Week,2006,NL,,Week of 2006-07-07
ethiean01,Player of the Week,2008,NL,Y,Week of 2008-09-06
ethiean01,Player of the Week,2009,NL,,Week of 2009-04-18
ethiean01,Player of the Week,2009,NL,,Week of 2009-07-25
ethiean01,Silver Slugger,2009,NL,,OF
evereca01,Player of the Week,2003,AL,,Week of 2003-04-19
felizne01,Rookie of the Month,2010,AL,,September
felizne01,Rookie of the Year,2010,AL,,
felizpe01,Player of the Week,2006,NL,Y,Week of 2006-05-20
felizpe01,Rookie of the Month,2001,NL,,July
fernajo02,MLB Players Choice Comeback Player,2016,NL,,
fernajo02,MLB Players Choice Outstanding Rookie,2013,NL,,
fernajo02,Pitcher of the Month,2014,NL,,April
fernajo02,Player of the Week,2013,NL,Y,Week of 2013-07-28
fernajo02,Player of the Week,2013,NL,Y,Week of 2013-08-25
fernajo02,Player of the Week,2014,NL,Y,Week of 2014-04-06
fernajo02,Player of the Week,2016,NL,,Week of 2016-05-14
fernajo02,Rookie of the Month,2013,NL,,August
fernajo02,Rookie of the Month,2013,NL,,July
fernajo02,Rookie of the Year,2013,NL,,
fernajo02,This Year in Baseball Rookie of the Year,2013,ML,,MLB.com GIBBY
fernajo02,TSN Comeback Player of the Year,2016,NL,,
fernajo02,TSN Rookie of the Year,2013,NL,,
fickro01,Player of the Week,2002,AL,Y,Week of 2002-06-15
fieldjo02,Player of the Week,2007,AL,,Week of 2007-09-22
fieldpr01,All-Star Game MVP,2011,NL,,
fieldpr01,Comeback Player of the Year,2015,AL,,
fieldpr01,Hank Aaron Award,2007,NL,,
fieldpr01,MLB Players Choice Comeback Player,2015,AL,,
fieldpr01,MLB Players Choice Outstanding Player,2007,NL,,
fieldpr01,Player of the Month,2007,NL,,May
fieldpr01,Player of the Month,2011,NL,,June
fieldpr01,Player of the Week,2007,NL,,Week of 2007-05-05
fieldpr01,Player of the Week,2008,NL,,Week of 2008-09-20
fieldpr01,Player of the Week,2011,NL,,Week of 2011-04-10
fieldpr01,Player of the Week,2011,NL,,Week of 2011-06-12
fieldpr01,Player of the Week,2013,AL,,Week of 2013-04-14
fieldpr01,Player of the Week,2015,AL,Y,Week of 2015-09-20
fieldpr01,Rookie of the Month,2006,NL,,April
fieldpr01,Silver Slugger,2007,NL,,1B
fieldpr01,Silver Slugger,2011,NL,,1B
fieldpr01,Silver Slugger,2012,AL,,1B
fieldpr01,This Year in Baseball Best Bounceback Player,2015,ML,,Esurance
fieldpr01,TSN All-Star,2007,NL,,1B
fieldpr01,TSN Comeback Player of the Year,2015,AL,,
fiersmi01,Player of the Week,2015,AL,,Week of 2015-08-23
fiersmi01,Player of the Week,2019,AL,Y,Week of 2019-05-11
finlest01,Gold Glove,2000,NL,,OF
finlest01,Gold Glove,2004,NL,,OF
finlest01,Player of the Week,2004,NL,,Week of 2004-09-11
fiskca01,Bob Feller Act of Valor Award - HOF Player,2023,ML,,
fistedo01,Pitcher of the Month,2011,AL,,September
fitzgty01,Rookie of the Month,2024,NL,,July
flaheja01,All-MLB Team - Second Team,2019,ML,,SP
flaheja01,Pitcher of the Month,2019,NL,,August
flaheja01,Pitcher of the Month,2019,NL,,September
fletcda02,Player of the Week,2021,AL,Y,Week of 2021-07-10
floydcl01,Player of the Week,2000,NL,,Week of 2000-09-30
floydcl01,Player of the Week,2001,NL,Y,Week of 2001-07-21
floydga01,Pitcher of the Month,2010,AL,,July
fordle01,Player of the Week,2005,AL,,Week of 2005-08-20
forsylo01,Player of the Week,2015,AL,,Week of 2015-09-06
foulkke01,Babe Ruth Award,2004,AL,,P
foulkke01,Reliever of the Year Award,2003,AL,,
foulkke01,TSN Reliever of the Year,2003,AL,,
francbo01,Pitcher of the Month,2024,AL,,August
francbo01,Player of the Week,2024,AL,,Week of 2024-08-17
francfr01,Rookie of the Month,2004,AL,,August
francje02,Gold Glove,2007,NL,,OF
francjo01,Lou Gehrig Memorial Award,2001,ML,,
francma02,Rookie of the Month,2015,NL,,June
francty01,Gold Glove,2025,AL,,1B
francty01,Player of the Week,2022,AL,Y,Week of 2022-04-23
francty01,Player of the Week,2025,AL,,Week of 2025-04-12
frankry01,Reliever of the Month,2009,ML,,August
frankry01,TSN Reliever of the Year,2009,NL,,
fraziad01,Player of the Week,2019,NL,,Week of 2019-07-06
frazito01,MLB Players Choice Outstanding Rookie,2012,NL,,
frazito01,Player of the Week,2015,NL,,Week of 2015-05-31
frazito01,Rookie of the Month,2012,NL,,August
freemfr01,All-MLB Team - First Team,2020,ML,,1B
freemfr01,All-MLB Team - First Team,2023,ML,,1B
freemfr01,All-MLB Team - Second Team,2019,ML,,1B
freemfr01,All-MLB Team - Second Team,2021,ML,,1B
freemfr01,All-MLB Team - Second Team,2022,ML,,1B
freemfr01,Babe Ruth Award,2021,ML,,
freemfr01,Gold Glove,2018,NL,Y,1B
freemfr01,Hank Aaron Award,2020,NL,,
freemfr01,MLB Players Choice Outstanding Player,2020,NL,,
freemfr01,MLB Players Choice Player of the Year,2020,ML,,
freemfr01,Most Valuable Player,2020,NL,,
freemfr01,Player of the Month,2016,NL,,September
freemfr01,Player of the Month,2020,NL,,September
freemfr01,Player of the Month,2022,NL,Y,September
freemfr01,Player of the Month,2023,NL,,May
freemfr01,Player of the Week,2012,NL,,Week of 2012-04-22
freemfr01,Player of the Week,2012,NL,,Week of 2012-05-06
freemfr01,Player of the Week,2016,NL,,Week of 2016-06-18
freemfr01,Player of the Week,2016,NL,,Week of 2016-09-03
freemfr01,Player of the Week,2016,NL,,Week of 2016-09-24
freemfr01,Player of the Week,2022,NL,,Week of 2022-06-25
freemfr01,Player of the Week,2022,NL,,Week of 2022-07-16
freemfr01,Player of the Week,2022,NL,,Week of 2022-09-10
freemfr01,Player of the Week,2023,NL,,Week of 2023-08-05
freemfr01,Player of the Week,2025,NL,,Week of 2025-05-10
freemfr01,Rookie of the Month,2011,NL,,July
freemfr01,Silver Slugger,2019,NL,,1B
freemfr01,Silver Slugger,2020,NL,,1B
freemfr01,Silver Slugger,2021,NL,,1B
freemfr01,TSN All-Star,2016,NL,,1B
freemfr01,TSN All-Star,2018,NL,,1B
freemfr01,TSN All-Star,2019,NL,,1B
freemfr01,TSN All-Star,2020,NL,,1B
freemfr01,TSN All-Star,2021,NL,,1B
freemfr01,TSN All-Star,2023,NL,,1B
freemfr01,World Series MVP,2024,ML,,
freesda01,Babe Ruth Award,2011,NL,,P
freesda01,NLCS MVP,2011,NL,,
freesda01,Player of the Week,2010,NL,,Week of 2010-05-02
freesda01,This Year in Baseball Postseason Moment of the Year,2011,ML,,MLB.com GIBBY
freesda01,This Year in Baseball Postseason MVP,2011,ML,,MLB.com GIBBY
freesda01,World Series MVP,2011,ML,,
freimna01,Rookie of the Month,2013,AL,,May
frelisa01,Gold Glove,2024,NL,,RF
friedma01,All-MLB Team - First Team,2020,ML,,SP
friedma01,All-MLB Team - First Team,2025,ML,,SP
friedma01,All-MLB Team - Second Team,2021,ML,,SP
friedma01,All-MLB Team - Second Team,2022,ML,,SP
friedma01,Gold Glove,2020,NL,,P
friedma01,Gold Glove,2021,NL,,P
friedma01,Gold Glove,2022,NL,,P
friedma01,Gold Glove,2025,AL,,P
friedma01,Pitcher of the Month,2021,NL,,October
friedma01,Pitcher of the Month,2025,AL,,September
friedma01,Pitcher of the Month,2025,AL,,April
friedma01,Silver Slugger,2021,NL,,P
frymatr01,Gold Glove,2000,AL,,3B
frymatr01,Player of the Week,2000,AL,,Week of 2000-08-19
frymatr01,TSN All-Star,2000,AL,,3B
fuentjo01,Player of the Week,2021,NL,,Week of 2021-05-15
fulmemi01,MLB Players Choice Outstanding Rookie,2016,AL,,
fulmemi01,Rookie of the Year,2016,AL,,
fulmemi01,TSN Rookie of the Year,2016,AL,,
furcara01,MLB Players Choice Outstanding Rookie,2000,NL,,
furcara01,Player of the Week,2004,NL,,Week of 2004-07-09
furcara01,Player of the Week,2010,NL,,Week of 2010-07-05
furcara01,Rookie of the Year,2000,NL,,
furcara01,This Year in Baseball Play of the Year,2003,ML,,MLB.com GIBBY
furcara01,TSN Rookie Player of the Year,2000,NL,,
gagneer01,Cy Young Award,2003,NL,,
gagneer01,MLB Players Choice Outstanding Pitcher,2003,NL,,
gagneer01,Pitcher of the Month,2002,NL,,June
gagneer01,Player of the Week,2003,NL,,Week of 2003-08-09
gagneer01,Reliever of the Year Award,2003,NL,,
gagneer01,Reliever of the Year Award,2004,NL,,
gagneer01,TSN All-Star,2003,NL,,RHP
gagneer01,TSN Pitcher of the Year,2003,NL,,
gagneer01,TSN Reliever of the Year,2003,NL,,
galaran01,MLB Players Choice Comeback Player,2000,NL,,
galaran01,TSN Comeback Player of the Year,2000,NL,,
galarar01,Player of the Week,2010,AL,,Week of 2010-06-06
galarar01,This Year in Baseball Performance of the Year,2010,ML,,MLB.com GIBBY
gallayo01,Silver Slugger,2010,NL,,P
galleza01,All-MLB Team - First Team,2023,ML,,SP
galleza01,Pitcher of the Month,2022,NL,,August
galleza01,Player of the Week,2022,NL,,Week of 2022-09-03
galleza01,Player of the Week,2023,NL,,Week of 2023-04-15
gallojo01,Gold Glove,2020,AL,,RF
gallojo01,Gold Glove,2021,AL,,CF
gallojo01,Player of the Week,2019,AL,,Week of 2019-04-20
garciad02,ALCS MVP,2023,AL,,
garciad02,All-MLB Team - Second Team,2023,ML,,OF
garciad02,Babe Ruth Award,2023,ML,,
garciad02,Gold Glove,2023,AL,,OF
garciad02,Player of the Week,2021,AL,,Week of 2021-04-24
garciad02,Player of the Week,2023,AL,,Week of 2023-04-22
garciad02,Rookie of the Month,2021,AL,,May
garciad02,TSN Rookie of the Year,2021,AL,,
garcifr02,Pitcher of the Month,2003,AL,,June
garcija02,Player of the Week,2011,NL,Y,Week of 2011-04-03
garcika01,Player of the Week,2002,AL,,Week of 2002-09-07
garcima01,Gold Glove,2025,AL,,3B
garcino01,Comeback Player of the Year,2006,NL,,
garcino01,MLB Players Choice Comeback Player,2006,NL,,
garcino01,Player of the Week,2000,AL,,Week of 2000-06-03
garcino01,Player of the Week,2003,AL,,Week of 2003-08-09
garcino01,Player of the Week,2006,NL,Y,Week of 2006-05-13
garcino01,TSN Comeback Player of the Year,2006,NL,,
gardnbr01,Gold Glove,2016,AL,,OF
gardnbr01,Player of the Week,2013,AL,,Week of 2013-06-09
gardnbr01,Player of the Week,2014,AL,,Week of 2014-08-03
gardnbr01,Player of the Week,2015,AL,,Week of 2015-06-28
garlajo01,Pitcher of the Month,2005,AL,,April
garlajo01,Player of the Week,2005,AL,Y,Week of 2005-04-30
garvemi01,Silver Slugger,2019,AL,,C
garzama01,ALCS MVP,2008,AL,,
garzama01,Player of the Week,2010,AL,Y,Week of 2010-08-01
gattiev01,Player of the Week,2018,AL,,Week of 2018-06-16
gattiev01,Rookie of the Month,2013,NL,,April
gattiev01,Rookie of the Month,2013,NL,,May
gaudich01,Player of the Week,2009,NL,Y,Week of 2009-06-27
gausmke01,All-MLB Team - Second Team,2021,ML,,SP
gausmke01,All-MLB Team - Second Team,2023,ML,,SP
gausmke01,Pitcher of the Month,2021,NL,,May
gausmke01,Player of the Week,2022,AL,,Week of 2022-08-06
gelofza01,Rookie of the Month,2023,AL,,August
gennesc01,Player of the Month,2018,NL,,May
gennesc01,Player of the Week,2017,NL,,Week of 2017-06-10
gennesc01,Player of the Week,2018,NL,,Week of 2018-05-12
gennesc01,Player of the Week,2018,NL,,Week of 2018-05-26
germado01,Player of the Week,2023,AL,Y,Week of 2023-07-01
gerutjo01,TSN Rookie Player of the Year,2003,AL,,
giambja01,Comeback Player of the Year,2005,AL,,
giambja01,Hutch Award,2000,ML,,
giambja01,MLB Players Choice Comeback Player,2005,AL,,
giambja01,Most Valuable Player,2000,AL,,
giambja01,Player of the Month,2000,AL,,September
giambja01,Player of the Month,2001,AL,,May
giambja01,Player of the Month,2002,AL,,May
giambja01,Player of the Month,2003,AL,,June
giambja01,Player of the Month,2005,AL,,July
giambja01,Player of the Month,2006,AL,,April
giambja01,Player of the Week,2000,AL,Y,Week of 2000-09-16
giambja01,Player of the Week,2006,AL,,Week of 2006-04-15
giambja01,Silver Slugger,2001,AL,,1B
giambja01,Silver Slugger,2002,AL,,1B
giambja01,TSN All-Star,2002,AL,,1B
giambja01,TSN Comeback Player of the Year,2005,AL,,
gilbelo01,Pitcher of the Month,2022,AL,,April
gilbelo01,Player of the Week,2023,AL,,Week of 2023-07-08
gilbety01,Player of the Week,2021,NL,,Week of 2021-08-14
gilesbr02,Player of the Week,2000,NL,,Week of 2000-05-06
gilesbr02,Player of the Week,2000,NL,Y,Week of 2000-08-19
gilesbr02,Player of the Week,2004,NL,,Week of 2004-05-01
gilesma01,TSN All-Star,2003,NL,,2B
gillu01,Pitcher of the Month,2024,AL,,May
gillu01,Rookie of the Month,2024,AL,,May
gillu01,Rookie of the Year,2024,AL,,
gimenan01,All-MLB Team - Second Team,2022,ML,,2B
gimenan01,Gold Glove,2022,AL,,2B
