yearID,round,playerID,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
2000,NLCS,benesan01,SLN,NL,1,3,1,1,0,0,0,0,0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
2000,NLCS,benitar01,NYN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,bordimi01,NYN,NL,5,13,2,1,0,0,0,0,0,0.0,3,1.0,0.0,1.0,0.0,0.0,0.0
2000,NLCS,chrisja01,SLN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,clarkwi02,SLN,NL,5,17,3,7,2,0,1,1,0,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0
2000,NLCS,cookde01,NYN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,daviser01,SLN,NL,4,10,1,2,1,0,0,1,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,drewjd01,SLN,NL,5,12,2,4,1,0,0,1,0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,dunstsh01,SLN,NL,4,6,1,2,1,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
2000,NLCS,edmonji01,SLN,NL,5,22,1,5,1,0,1,5,0,0.0,1,9.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,francjo01,NYN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,francma01,NYN,NL,2,3,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,hamilda02,NYN,NL,3,2,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,hamptmi01,NYN,NL,2,6,1,1,0,0,0,0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
2000,NLCS,harrile01,NYN,NL,2,1,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,hentgpa01,SLN,NL,1,1,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,hernaca01,SLN,NL,5,16,3,4,0,0,0,1,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,jamesmi01,SLN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,jonesbo03,NYN,NL,1,2,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,kileda01,SLN,NL,3,2,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,lankfra01,SLN,NL,5,12,1,4,1,0,0,1,0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,leiteal01,NYN,NL,1,3,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,marreel01,SLN,NL,4,4,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,mcewijo01,NYN,NL,4,0,2,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,mcgwima01,SLN,NL,3,2,0,0,0,0,0,0,0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
2000,NLCS,morrima01,SLN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,paquecr01,SLN,NL,4,6,0,1,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,paytoja01,NYN,NL,5,19,1,3,0,0,1,3,0,0.0,2,5.0,0.0,1.0,0.0,0.0,1.0
2000,NLCS,perezti01,NYN,NL,5,23,8,7,2,0,0,0,2,1.0,1,3.0,0.0,0.0,0.0,0.0,1.0
2000,NLCS,piazzmi01,NYN,NL,5,17,7,7,3,0,2,4,0,0.0,5,0.0,3.0,0.0,0.0,0.0,1.0
2000,NLCS,polanpl01,SLN,NL,4,5,0,1,0,0,0,0,0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,reamebr01,SLN,NL,2,1,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,reedri01,NYN,NL,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,renteed01,SLN,NL,5,20,4,6,1,0,0,4,3,0.0,0,2.0,0.0,0.0,2.0,1.0,0.0
2000,NLCS,ruschgl01,NYN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
2000,NLCS,tatisfe01,SLN,NL,5,13,1,3,2,0,0,2,0,0.0,1,5.0,0.0,0.0,0.0,1.0,0.0
2000,NLCS,timlimi01,SLN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,trammbu01,NYN,NL,3,3,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,venturo01,NYN,NL,5,14,4,3,1,0,0,5,0,0.0,6,0.0,0.0,0.0,0.0,2.0,0.0
2000,NLCS,veresda01,SLN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,vinafe01,SLN,NL,5,23,3,6,1,0,0,1,0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,wendetu01,NYN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,whiteri01,NYN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,wilkiri01,SLN,NL,2,2,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,zeileto01,NYN,NL,5,19,1,7,3,0,1,8,0,0.0,2,4.0,0.0,0.0,0.0,1.0,0.0
2000,NLDS1,ankieri01,SLN,NL,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLDS1,ashbyan01,ATL,NL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLDS1,bakopa01,ATL,NL,2,1,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2000,NLDS1,bonilbo01,ATL,NL,3,2,0,0,0,0,0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLDS1,burkejo03,ATL,NL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLDS1,chrisja01,SLN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLDS1,clarkwi02,SLN,NL,3,12,3,3,0,0,1,4,0,0.0,1,3.0,1.0,1.0,0.0,0.0,0.0
2000,NLDS1,daviser01,SLN,NL,2,4,0,0,0,0,0,1,0,0.0,0,2.0,0.0,0.0,0.0,1.0,0.0
2000,NLDS1,drewjd01,SLN,NL,2,6,1,1,0,0,0,0,2,0.0,2,1.0,0.0,0.0,1.0,0.0,0.0
2000,NLDS1,dunstsh01,SLN,NL,1,1,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLDS1,edmonji01,SLN,NL,3,14,5,8,4,0,2,7,1,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
